project,area_bucket,district,market_segment,tenure,property_type,bedrooms_mode,median_buy_ttm,median_rent_ttm,gross_yield_ttm,payback_years_ttm,buy_count_ttm,rent_count_ttm,latest_buy_date,latest_rent_date
MIDTOWN BAY,120-130,7,CCR,99 yrs lease commencing from 2018,Apartment,3,,9000.0,,,0,1,2025-06-01,2025-10-01
PAVILION SQUARE,40-50,14,,,,1,,2900.0,,,0,3,,2025-10-01
SPANISH VILLAGE,100-110,10,CCR,Freehold,Condominium,2,,4000.0,,,0,11,2025-05-01,2026-05-01
CENTRAL GREEN CONDOMINIUM,130-140,3,RCR,99 yrs lease commencing from 1992,Condominium,3,2580000.0,6200.0,2.8837,34.677,3,7,2026-06-01,2026-05-01
THE TESSARINA,300-350,10,CCR,Freehold,Condominium,,5850000.0,,,,1,0,2026-04-01,
ARENA RESIDENCES,70-80,14,RCR,Freehold,Apartment,3,,5200.0,,,0,2,2025-07-01,2026-01-01
SOUTHAVEN II,150-160,21,,,,3,,5000.0,,,0,2,,2026-03-01
KINGSTON TERRACE,130-140,14,,,,2,,3400.0,,,0,3,,2026-05-01
MARINA BAY RESIDENCES,220-230,1,CCR,99 yrs lease commencing from 2005,Condominium,4,5900000.0,16000.0,3.2542,30.729,3,4,2026-06-01,2026-05-01
THOMSON IMPRESSIONS,60-70,20,RCR,99 yrs lease commencing from 2015,Apartment,2,1510000.0,3800.0,3.0199,33.114,3,7,2026-04-01,2026-05-01
THE VERVE,40-50,12,RCR,Freehold,Apartment,1,735000.0,2800.0,4.5714,21.875,2,20,2026-02-01,2026-04-01
35 GILSTEAD,60-70,11,,,,NA,,4300.0,,,0,5,,2026-04-01
THE TAPESTRY,60-70,18,OCR,99 yrs lease commencing from 2017,Condominium,2,1210000.0,3500.0,3.4711,28.81,5,9,2026-03-01,2026-03-01
CHANGI COURT,100-110,16,OCR,Freehold,Condominium,3,1600000.0,4050.0,3.0375,32.922,1,32,2025-12-01,2026-05-01
THE CONTINUUM,90-100,15,RCR,Freehold,Apartment,,3150000.0,,,,7,0,2026-04-01,
15 HOLLAND HILL,160-170,10,CCR,Freehold,Apartment,3,6026000.0,13500.0,2.6884,37.198,1,1,2025-11-01,2025-11-01
SUNRISE GARDENS,100-110,28,,,,,,,,,0,0,,2025-07-01
QUESTA @ DUNMAN,140-150,15,,,,,,,,,0,0,,2025-02-01
CHELSEA GARDENS,230-240,10,,,,NA,,10800.0,,,0,3,,2026-01-01
NOVENA HILL,60-70,11,CCR,Freehold,Apartment,NA,1199000.0,3100.0,3.1026,32.231,2,13,2026-05-01,2026-05-01
283 STUDIO,110-120,9,,,,1,,3500.0,,,0,1,,2026-01-01
ATRIUM RESIDENCES,80-90,14,,,,3,,4700.0,,,0,2,,2025-12-01
28 SHELFORD,110-120,11,CCR,Freehold,Apartment,3,2440000.0,4750.0,2.3361,42.807,2,2,2025-12-01,2026-05-01
GLASGOW RESIDENCE,50-60,19,,,,2,,2650.0,,,0,5,,2026-03-01
KENSINGTON SQUARE,50-60,19,OCR,Freehold,Apartment,2,1080000.0,3250.0,3.6111,27.692,1,18,2025-09-01,2026-05-01
ONE AMBER,110-120,15,RCR,Freehold,Condominium,3,3065000.0,6250.0,2.447,40.867,1,14,2026-04-01,2026-05-01
MANHATTAN MANSIONS,200-210,10,,,,NA,,8000.0,,,0,5,,2026-01-01
DUCHESS MANOR,70-80,10,,,,,,,,,0,0,,2025-05-01
MEADOWS @ PEIRCE,100-110,26,OCR,Freehold,Condominium,3,2000000.0,4400.0,2.64,37.879,1,1,2025-10-01,2026-03-01
NEWTON ONE,170-180,11,CCR,Freehold,Condominium,4,4800000.0,9250.0,2.3125,43.243,1,4,2026-04-01,2026-03-01
MILLAGE,40-50,14,RCR,Freehold,Apartment,1,805000.0,2900.0,4.323,23.132,3,18,2026-06-01,2026-05-01
CASABELLA,170-180,10,CCR,Freehold,Condominium,,3900000.0,,,,1,0,2025-11-01,2025-01-01
THE CENTRIS,110-120,22,OCR,99 yrs lease commencing from 2006,Apartment,3,2085000.0,6150.0,3.5396,28.252,3,22,2026-05-01,2026-05-01
THE WHARF RESIDENCE,140-150,9,CCR,999 yrs lease commencing from 1841,Condominium,3,,9000.0,,,0,5,2025-04-01,2026-05-01
SELETAR PARK RESIDENCE,40-50,28,OCR,99 yrs lease commencing from 2011,Condominium,1,770000.0,2650.0,4.1299,24.214,1,16,2025-10-01,2026-05-01
CENTRA RESIDENCE,30-40,14,RCR,Freehold,Apartment,1,650000.0,2600.0,4.8,20.833,2,14,2025-12-01,2026-05-01
CHANGI RISE CONDOMINIUM,150-160,18,OCR,99 yrs lease commencing from 2000,Condominium,3,,4300.0,,,0,3,2025-01-01,2026-05-01
MINBU VILLA,210-220,11,CCR,Freehold,Apartment,3,,6500.0,,,0,1,2025-04-01,2026-03-01
WEST PARK REGENCY,90-100,5,,,,3,,4000.0,,,0,1,,2026-01-01
MI CASA,110-120,23,OCR,99 yrs lease commencing from 2008,Condominium,3,1669000.0,4325.0,3.1096,32.158,2,21,2026-04-01,2026-05-01
TANJONG PAGAR COMPLEX,120-130,2,,,,,,,,,0,0,,2025-01-01
THE LAKEFRONT RESIDENCES,60-70,22,OCR,99 yrs lease commencing from 2010,Condominium,2,1357500.0,4200.0,3.7127,26.935,2,19,2026-04-01,2026-04-01
THOMSON THREE,60-70,20,RCR,99 yrs lease commencing from 2012,Apartment,2,1520000.0,3850.0,3.0395,32.9,9,38,2026-04-01,2026-05-01
EVERGREEN VIEW,90-100,14,,,,2,,4100.0,,,0,1,,2026-02-01
SIMS RESIDENCES,190-200,14,,,,3,,6200.0,,,0,2,,2026-05-01
THE BELVEDERE,110-120,15,RCR,Freehold,Condominium,3,3250000.0,6000.0,2.2154,45.139,1,6,2025-11-01,2026-04-01
REFLECTIONS AT KEPPEL BAY,140-150,4,RCR,99 yrs lease commencing from 2006,Condominium,3,2675000.0,8600.0,3.8579,25.921,8,37,2026-06-01,2026-05-01
ST PATRICK'S RESIDENCES,110-120,15,OCR,Freehold,Apartment,3,2655000.0,5275.0,2.3842,41.943,2,1,2026-06-01,2026-04-01
SIXTEEN35 RESIDENCES,70-80,14,RCR,99 yrs lease commencing from 2018,Apartment,3,1050000.0,3600.0,4.1143,24.306,1,1,2026-01-01,2025-08-01
TANAMERA CREST,70-80,16,,,,2,,3250.0,,,0,3,,2026-03-01
CHELSEA GROVE,90-100,12,RCR,Freehold,Apartment,2,,4200.0,,,0,4,2025-04-01,2026-04-01
RIVERVALE CREST,80-90,19,OCR,99 yrs lease commencing from 1997,Apartment,1,998000.0,3300.0,3.9679,25.202,3,9,2026-02-01,2026-05-01
RIVERSIDE MELODIES,90-100,12,,,,,,,,,0,0,,2025-07-01
GRANGE INFINITE,210-220,9,,,,3,,14000.0,,,0,1,,2026-05-01
GLAMOUR VILLE,120-130,15,,,,2,,4350.0,,,0,1,,2026-01-01
CLAREMONT,130-140,9,,,,4,,6450.0,,,0,2,,2026-04-01
RANGOON 88,30-40,8,,,,1,,2850.0,,,0,7,,2026-03-01
TREE HOUSE,180-190,23,,,,3,,7600.0,,,0,1,,2026-02-01
RIVER ISLES,60-70,19,,,,2,,3300.0,,,0,11,,2026-05-01
WING FONG COURT,90-100,14,RCR,Freehold,Apartment,2,1065000.0,4425.0,4.9859,20.056,1,14,2025-09-01,2026-05-01
WATERMARK ROBERTSON QUAY,150-160,9,CCR,Freehold,Apartment,3,3600000.0,8800.0,2.9333,34.091,1,1,2025-11-01,2025-09-01
BELLERIVE,100-110,10,,,,3,,5500.0,,,0,2,,2025-09-01
BOULEVARD 88,160-170,10,CCR,Freehold,Apartment,3,7425000.0,14000.0,2.2626,44.196,3,16,2026-02-01,2026-05-01
THE ANTARES,50-60,14,RCR,99 yrs lease commencing from 2018,Apartment,1,1168888.0,3550.0,3.6445,27.439,1,4,2026-01-01,2026-05-01
CAPE ROYALE,290-300,4,,,,4,,20500.0,,,0,10,,2026-05-01
PALM GROVE CONDOMINIUM,60-70,19,OCR,999 yrs lease commencing from 1878,Condominium,1,950000.0,2900.0,3.6632,27.299,1,2,2025-10-01,2026-04-01
FOURTH AVENUE RESIDENCES,100-110,10,CCR,99 yrs lease commencing from 2018,Apartment,3,3075000.0,7400.0,2.8878,34.628,6,3,2026-06-01,2026-04-01
PARK INFINIA AT WEE NAM,70-80,11,CCR,Freehold,Condominium,2,2288000.0,5000.0,2.6224,38.133,1,8,2025-12-01,2026-05-01
THE 101,70-80,7,,,,2,,3500.0,,,0,2,,2025-09-01
THE PLAZA,120-130,7,CCR,99 yrs lease commencing from 1968,Apartment,3,1600000.0,5700.0,4.275,23.392,1,1,2025-09-01,2026-02-01
DELFI ORCHARD,140-150,9,,,,,,,,,0,0,,2025-07-01
GALLOP GABLES,240-250,10,,,,4,,13000.0,,,0,2,,2025-11-01
MAYFAIR GARDENS,90-100,21,RCR,99 yrs lease commencing from 2018,Condominium,3,2350000.0,6000.0,3.0638,32.639,1,4,2026-05-01,2026-03-01
MARINA ONE RESIDENCES,110-120,1,CCR,99 yrs lease commencing from 2011,Apartment,2,2590844.0,8200.0,3.798,26.33,2,7,2026-06-01,2026-05-01
IDYLLIC RESIDENCES,60-70,15,,,,,,,,,0,0,,2025-06-01
THE VUE,30-40,19,OCR,Freehold,Apartment,1,657500.0,2500.0,4.5627,21.917,2,13,2026-04-01,2026-05-01
DOUBLE BAY RESIDENCES,90-100,18,OCR,99 yrs lease commencing from 2008,Condominium,2,1475000.0,4300.0,3.4983,28.585,4,13,2026-04-01,2026-05-01
NOMA,40-50,14,RCR,Freehold,Apartment,1,,2975.0,,,0,4,2025-05-01,2026-03-01
FRANKEL ESTATE,70-80,15,,,,,,,,,0,0,,2025-05-01
TRIBECA,50-60,9,,,,1,,3850.0,,,0,8,,2026-05-01
JADE RESIDENCES,170-180,19,,,,4,,5400.0,,,0,2,,2026-02-01
THE HILL @ONE-NORTH,80-90,5,RCR,99 yrs lease commencing from 2022,Apartment,,1983888.0,,,,6,0,2025-10-01,
HOLLAND PEAK,120-130,10,,,,,,,,,0,0,,2025-07-01
THE COTERIE @ HOLLAND,30-40,10,,,,1,,3300.0,,,0,2,,2026-04-01
SPRINGLEAF RESIDENCE,70-80,26,OCR,99 yrs lease commencing from 2024,Apartment,,1727000.0,,,,164,0,2025-10-01,
ZAMAN CENTRE,>300,8,,,,,,,,,0,0,,2025-03-01
RITZ MANSIONS,110-120,12,RCR,Freehold,Apartment,3,1880000.0,4100.0,2.617,38.211,1,5,2026-04-01,2026-05-01
SUITES @ SIMS,50-60,14,,,,2,,3400.0,,,0,2,,2025-11-01
TERRASSE,50-60,19,OCR,99 yrs lease commencing from 2010,Condominium,,,,,,0,0,2025-06-01,
SIGNATURE CREST,80-90,15,,,,2,,3800.0,,,0,3,,2026-03-01
IRWELL HILL RESIDENCES,140-150,9,CCR,99 yrs lease commencing from 2020,Apartment,4,4685000.0,12500.0,3.2017,31.233,2,5,2026-01-01,2026-05-01
THE LENOX,60-70,14,,,,2,,3150.0,,,0,3,,2026-03-01
PALM SPRING,270-280,10,,,,4,,10250.0,,,0,2,,2026-02-01
J@63,130-140,15,OCR,Freehold,Apartment,,2515000.0,,,,1,0,2025-12-01,
OLEANDER TOWERS,100-110,12,RCR,99 yrs lease commencing from 1995,Apartment,3,1860000.0,4500.0,2.9032,34.444,5,10,2026-05-01,2026-05-01
EUNOS PARK,150-160,14,OCR,Freehold,Condominium,4,,4200.0,,,0,1,2025-06-01,2026-04-01
BEDOK COURT,190-200,16,OCR,99 yrs lease commencing from 1982,Condominium,,,,,,0,0,2025-03-01,
FOREST WOODS,120-130,19,OCR,99 yrs lease commencing from 2016,Condominium,,2850000.0,,,,1,0,2025-12-01,
ESTA RUBY,80-90,14,RCR,Freehold,Apartment,2,1680000.0,4050.0,2.8929,34.568,1,12,2026-06-01,2026-05-01
RIVER ISLES,150-160,19,,,,4,,5000.0,,,0,1,,2025-12-01
GOLDEN HEIGHTS,110-120,19,OCR,Freehold,Apartment,3,2105000.0,4200.0,2.3943,41.766,2,1,2026-04-01,2026-04-01
D'OASIA,50-60,14,OCR,Freehold,Apartment,1,880000.0,2900.0,3.9545,25.287,1,3,2026-05-01,2025-12-01
EMERALD OF KATONG,60-70,15,RCR,99 yrs lease commencing from 2023,Condominium,,,,,,0,0,2025-01-01,
CITY STUDIOS,60-70,8,,,,2,,3800.0,,,0,1,,2025-09-01
SUNSHINE PLAZA,80-90,7,RCR,99 yrs lease commencing from 1997,Apartment,2,,4575.0,,,0,4,2025-05-01,2026-04-01
SKY@ELEVEN,260-270,11,CCR,Freehold,Condominium,4,,12200.0,,,0,7,2025-04-01,2026-05-01
AMBER PARK,60-70,15,RCR,Freehold,Condominium,2,2088888.0,5000.0,2.8723,34.815,5,54,2026-05-01,2026-05-01
BALMORAL PLACE,70-80,10,,,,2,,4137.5,,,0,4,,2026-04-01
CHANCERY ESQUIRE,120-130,11,,,,3,,5300.0,,,0,1,,2025-11-01
ST REGIS RESIDENCES SINGAPORE,190-200,10,CCR,999 yrs lease commencing from 1995,Apartment,4,5400000.0,13000.0,2.8889,34.615,1,13,2025-10-01,2026-04-01
RIVER VALLEY APARTMENTS,80-90,10,,,,3,,4150.0,,,0,1,,2025-10-01
PARC OLYMPIA,40-50,17,OCR,99 yrs lease commencing from 2012,Condominium,1,688888.0,2600.0,4.529,22.08,1,16,2025-09-01,2026-05-01
SEA PAVILION RESIDENCES,80-90,16,,,,3,,4000.0,,,0,4,,2026-04-01
THE COAST AT SENTOSA COVE,180-190,4,CCR,99 yrs lease commencing from 2006,Condominium,3,3078000.0,9850.0,3.8402,26.041,10,22,2026-06-01,2026-04-01
THE QUARTZ,90-100,19,OCR,99 yrs lease commencing from 2005,Condominium,NA,1630000.0,4275.0,3.1472,31.774,4,14,2026-01-01,2026-04-01
LA DOLCE VITA,80-90,19,,,,1,,3800.0,,,0,1,,2025-12-01
SHERWOOD TOWER,70-80,21,,,,NA,,2700.0,,,0,5,,2026-05-01
MICHAEL APARTMENT,80-90,10,,,,NA,,4200.0,,,0,1,,2026-05-01
WATERWOODS,70-80,19,OCR,99 yrs lease commencing from 2013,Executive Condominium,2,1220000.0,4000.0,3.9344,25.417,1,3,2025-10-01,2026-04-01
VERDALE,130-140,21,RCR,99 yrs lease commencing from 2018,Apartment,4,3000000.0,7250.0,2.9,34.483,1,1,2026-04-01,2025-09-01
VIVA,170-180,11,,,,4,,9700.0,,,0,3,,2025-11-01
CAIRNHILL ASTORIA,160-170,9,,,,3,,5050.0,,,0,2,,2025-11-01
3@SANDILANDS,170-180,19,OCR,999 yrs lease commencing from 1886,Apartment,,,,,,0,0,2025-06-01,
THE CLEARWATER,130-140,16,OCR,99 yrs lease commencing from 1997,Condominium,,1950000.0,,,,1,0,2026-05-01,2025-07-01
THE STERLING,170-180,21,,,,4,,7000.0,,,0,4,,2026-05-01
THE GREENWICH,90-100,28,,,,3,,4000.0,,,0,1,,2025-09-01
SARKIES GARDENS,220-230,10,,,,,,,,,0,0,,2025-04-01
THE HOLLAND COLLECTION,110-120,10,,,,,,,,,0,0,,2025-03-01
WATERBANK AT DAKOTA,40-50,14,RCR,99 yrs lease commencing from 2009,Condominium,1,940000.0,3200.0,4.0851,24.479,3,37,2026-05-01,2026-05-01
LAKEHOLMZ,120-130,22,OCR,99 yrs lease commencing from 2001,Condominium,3,1705000.0,4500.0,3.1672,31.574,2,1,2026-04-01,2026-02-01
WATERFRONT WAVES,130-140,16,,,,4,,6150.0,,,0,2,,2025-12-01
CASA NOVACREST,130-140,9,,,,3,,5500.0,,,0,1,,2025-09-01
THE VALES,140-150,19,OCR,99 yrs lease commencing from 2014,Executive Condominium,,,,,,0,0,2025-01-01,
JERVOIS MANSION,140-150,10,CCR,Freehold,Apartment,4,4309200.0,12200.0,3.3974,29.434,1,3,2026-03-01,2026-05-01
PINEHURST CONDOMINIUM,130-140,15,OCR,Freehold,Condominium,,2425000.0,,,,1,0,2026-01-01,
PALM SPRING,280-290,10,CCR,Freehold,Condominium,,6250000.0,,,,1,0,2025-10-01,
NORTHVALE,140-150,23,OCR,99 yrs lease commencing from 1995,Apartment,4,1738000.0,4950.0,3.4177,29.259,1,2,2026-04-01,2025-09-01
D'NEST,220-230,18,,,,,,,,,0,0,,2025-01-01
THE LAURELS,110-120,9,,,,3,,9000.0,,,0,5,,2026-05-01
KERRISDALE,130-140,8,RCR,99 yrs lease commencing from 1998,Condominium,4,2588888.0,6900.0,3.1983,31.267,2,8,2026-03-01,2026-03-01
WESTCOVE CONDOMINIUM,100-110,5,OCR,99 yrs lease commencing from 1995,Condominium,2,1270000.0,4300.0,4.063,24.612,3,25,2026-02-01,2026-05-01
AMBER PARK,190-200,15,,,,5,,11750.0,,,0,5,,2026-03-01
IVORY,80-90,15,,,,2,,4200.0,,,0,1,,2026-01-01
GEMS VILLE,100-110,14,RCR,Freehold,Apartment,,2094300.0,,,,1,0,2025-08-01,
THE PEAK@BALMEG,130-140,5,,,,3,,6300.0,,,0,12,,2026-05-01
TIERRA VUE,160-170,15,,,,,,,,,0,0,,2025-06-01
WALLICH RESIDENCE,80-90,2,CCR,99 yrs lease commencing from 2011,Apartment,2,2788800.0,10500.0,4.5181,22.133,1,5,2025-11-01,2026-05-01
GUILLEMARD VIEW,130-140,14,,,,NA,,4200.0,,,0,1,,2025-08-01
KASTURINA LODGE,90-100,10,,,,3,,5625.0,,,0,12,,2026-04-01
OLA RESIDENCES,300-350,15,RCR,Freehold,Condominium,,4750000.0,,,,1,0,2025-09-01,
SEA ESTA,50-60,18,,,,2,,2975.0,,,0,8,,2026-05-01
CAIRNHILL RESIDENCES,110-120,9,,,,3,,6500.0,,,0,9,,2026-05-01
JEWEL @ BUANGKOK,120-130,19,OCR,99 yrs lease commencing from 2012,Condominium,,2528888.0,,,,3,0,2026-01-01,2025-05-01
NEWTON 18,50-60,11,,,,1,,3750.0,,,0,4,,2026-04-01
BOTANIQUE AT BARTLEY,60-70,19,OCR,99 yrs lease commencing from 2014,Condominium,2,1470000.0,3700.0,3.0204,33.108,19,70,2026-06-01,2026-05-01
SKYSUITES@ANSON,80-90,2,,,,3,,7500.0,,,0,7,,2026-03-01
THE BOUTIQ,260-270,9,,,,3,,8300.0,,,0,1,,2025-10-01
TANAH MERAH MANSION,80-90,16,,,,2,,3500.0,,,0,4,,2026-05-01
GILSTEAD TWO,70-80,11,CCR,Freehold,Apartment,2,1700000.0,4167.0,2.9414,33.997,1,23,2026-06-01,2026-05-01
RIVERCOVE RESIDENCES,110-120,19,OCR,99 yrs lease commencing from 2016,Executive Condominium,,2000000.0,,,,15,0,2026-06-01,
FAR HORIZON GARDENS,120-130,20,OCR,99 yrs lease commencing from 1982,Condominium,2,,3600.0,,,0,1,2025-04-01,2025-09-01
THE QUINTET,120-130,23,OCR,99 yrs lease commencing from 2003,Executive Condominium,3,1478275.0,4200.0,3.4094,29.331,4,3,2026-04-01,2025-12-01
NORTHVALE,110-120,23,OCR,99 yrs lease commencing from 1995,Apartment,3,1430000.0,4300.0,3.6084,27.713,8,20,2026-06-01,2026-05-01
ONE LEICESTER,110-120,13,RCR,Freehold,Condominium,3,2420000.0,5450.0,2.7025,37.003,1,8,2026-05-01,2026-05-01
MEADOWLODGE,130-140,21,RCR,99 yrs lease commencing from 1997,Condominium,,2000000.0,,,,1,0,2025-10-01,2025-03-01
BISHAN 8,140-150,20,RCR,99 yrs lease commencing from 1996,Condominium,3,2288888.0,5450.0,2.8573,34.998,1,4,2025-09-01,2026-05-01
PARK INFINIA AT WEE NAM,130-140,11,CCR,Freehold,Condominium,3,3550000.0,8000.0,2.7042,36.979,5,32,2026-03-01,2026-05-01
THE LINEAR,90-100,23,,,,2,,3500.0,,,0,1,,2025-08-01
RESIDENCES BOTANIQUE,80-90,19,OCR,Freehold,Condominium,2,1465000.0,3600.0,2.9488,33.912,1,4,2025-12-01,2026-01-01
EIGHT COURTYARDS,60-70,27,,,,2,,3100.0,,,0,1,,2026-01-01
SHELFORD SUITES,80-90,11,,,,2,,4000.0,,,0,1,,2025-10-01
BLOSSOM RESIDENCES,110-120,23,OCR,99 yrs lease commencing from 2011,Executive Condominium,,1720000.0,,,,3,0,2026-05-01,
OCEAN FRONT SUITES,30-40,17,,,,1,,2275.0,,,0,12,,2026-04-01
FRANKEL ESTATE,130-140,15,,,,NA,,4500.0,,,0,1,,2025-10-01
MERAPRIME,120-130,3,RCR,99 yrs lease commencing from 2003,Condominium,4,2925000.0,7600.0,3.1179,32.072,2,4,2026-05-01,2026-04-01
SMAILING COURT,140-150,14,,,,3,,5000.0,,,0,1,,2025-11-01
1 KING ALBERT PARK,100-110,21,RCR,Freehold,Condominium,2,2045000.0,4600.0,2.6993,37.047,2,1,2026-04-01,2026-04-01
BOTANIC GARDENS MANSION,160-170,10,CCR,Freehold,Apartment,3,3962500.0,6800.0,2.0593,48.56,2,11,2026-05-01,2026-04-01
THE JOVELL,60-70,17,OCR,99 yrs lease commencing from 2018,Condominium,2,950000.0,3200.0,4.0421,24.74,10,19,2026-06-01,2026-05-01
ESCADA VIEW,100-110,14,,,,3,,3600.0,,,0,4,,2026-03-01
PARC ESTA,120-130,14,RCR,99 yrs lease commencing from 2018,Apartment,,,,,,0,0,2025-06-01,2025-06-01
BALESTIER POINT,120-130,12,,,,3,,3700.0,,,0,1,,2026-04-01
DUNMAN VIEW,100-110,15,RCR,99 yrs lease commencing from 1997,Condominium,3,1780000.0,3800.0,2.5618,39.035,1,2,2025-11-01,2026-05-01
SIXTH AVENUE CENTRE,100-110,10,,,,2,,3825.0,,,0,2,,2026-05-01
FIFTY-TWO STEVENS,30-40,10,,,,1,,3050.0,,,0,2,,2026-02-01
Q BAY RESIDENCES,40-50,18,OCR,99 yrs lease commencing from 2012,Condominium,1,743000.0,2800.0,4.5222,22.113,5,36,2026-02-01,2026-05-01
SPRINGLEAF RESIDENCE,130-140,26,OCR,99 yrs lease commencing from 2024,Apartment,,3234000.0,,,,55,0,2026-06-01,
SEA AVENUE RESIDENCES,130-140,15,,,,2,,4500.0,,,0,1,,2026-02-01
CLAYDENCE,80-90,15,RCR,Freehold,Apartment,,2223600.0,,,,3,0,2026-02-01,
CASCADALE,130-140,16,,,,3,,4500.0,,,0,3,,2026-03-01
ESPA,150-160,23,OCR,999 yrs lease commencing from 1882,Condominium,3,,4000.0,,,0,1,2025-03-01,2026-02-01
CALLIDORA VILLE,120-130,15,OCR,Freehold,Apartment,,1800000.0,,,,1,0,2025-09-01,
KURAU COURT,120-130,15,,,,NA,,3450.0,,,0,2,,2026-05-01
LA CASA,90-100,25,OCR,99 yrs lease commencing from 2004,Executive Condominium,2,1014400.0,3550.0,4.1995,23.812,2,9,2026-03-01,2026-05-01
NATHAN RESIDENCES,110-120,10,CCR,Freehold,Apartment,2,1780000.0,5150.0,3.4719,28.803,1,2,2026-02-01,2026-02-01
GRANDEUR 8,100-110,20,OCR,99 yrs lease commencing from 2002,Condominium,2,1575000.0,4000.0,3.0476,32.812,3,11,2026-01-01,2026-05-01
WATERSCAPE AT CAVENAGH,100-110,9,,,,2,,5500.0,,,0,6,,2026-05-01
MURANO,90-100,5,RCR,Freehold,Apartment,3,,4800.0,,,0,1,2025-04-01,2025-08-01
LIV @ MB,40-50,15,,,,NA,,3800.0,,,0,20,,2026-05-01
IKIGAI,170-180,11,CCR,Freehold,Apartment,,3800000.0,,,,1,0,2026-01-01,
GALLOP GREEN,>300,10,,,,5,,17900.0,,,0,7,,2026-04-01
BEDOK RESIDENCES,50-60,16,OCR,99 yrs lease commencing from 2011,Apartment,1,1040000.0,3500.0,4.0385,24.762,4,57,2026-03-01,2026-05-01
PERFECT TEN,110-120,10,CCR,Freehold,Apartment,3,4200000.0,9500.0,2.7143,36.842,3,14,2026-04-01,2026-05-01
EASTWIND MANSIONS,70-80,15,,,,NA,,4200.0,,,0,3,,2026-03-01
SPOTTISWOODE PARK,70-80,2,RCR,99 yrs lease commencing from 1973,Apartment,NA,938000.0,4000.0,5.1173,19.542,1,38,2026-03-01,2026-05-01
SCK VILLE,90-100,15,RCR,Freehold,Apartment,NA,,4200.0,,,0,1,2025-01-01,2026-01-01
THE PEAK,>300,5,,,,4,,11500.0,,,0,1,,2026-04-01
WILSHIRE RESIDENCES,40-50,10,,,,1,,3450.0,,,0,6,,2026-04-01
THE CAPRI,70-80,10,CCR,Freehold,Apartment,,1618000.0,,,,1,0,2026-06-01,
THE PATERSON EDGE,80-90,9,CCR,Freehold,Apartment,2,2150000.0,6000.0,3.3488,29.861,1,5,2026-01-01,2026-04-01
D'LEEDON,350-400,10,CCR,99 yrs lease commencing from 2010,Condominium,,4398000.0,,,,3,0,2025-12-01,
DAKOTA RESIDENCES,120-130,14,RCR,99 yrs lease commencing from 2007,Condominium,3,2625000.0,6200.0,2.8343,35.282,2,11,2026-03-01,2026-05-01
FERNWOOD TOWERS,230-240,15,,,,,,,,,0,0,,2025-06-01
ELTA,80-90,5,OCR,99 yrs lease commencing from 2024,Apartment,,2641500.0,,,,12,0,2026-06-01,
RIVER PLACE,70-80,3,RCR,99 yrs lease commencing from 1995,Condominium,1,1525444.0,4000.0,3.1466,31.78,6,49,2026-06-01,2026-05-01
THE SERENNO,90-100,15,RCR,Freehold,Apartment,3,1710000.0,3900.0,2.7368,36.538,1,2,2025-10-01,2025-09-01
URBAN TREASURES,40-50,14,OCR,Freehold,Condominium,1,900000.0,2900.0,3.8667,25.862,2,27,2026-05-01,2026-05-01
PARKTOWN RESIDENCE,60-70,18,OCR,99 yrs lease commencing from 2023,Apartment,,,,,,0,0,2025-05-01,
KENT RIDGE HILL RESIDENCES,70-80,5,RCR,99 yrs lease commencing from 2018,Apartment,2,1588888.0,4500.0,3.3986,29.424,9,20,2026-06-01,2026-05-01
CORALS AT KEPPEL BAY,80-90,4,RCR,99 yrs lease commencing from 2007,Condominium,2,1800000.0,5800.0,3.8667,25.862,4,26,2026-05-01,2026-05-01
DUO RESIDENCES,70-80,7,CCR,99 yrs lease commencing from 2011,Apartment,2,1936500.0,6200.0,3.842,26.028,2,23,2026-03-01,2026-05-01
TRESALVEO,150-160,20,,,,3,,5875.0,,,0,8,,2026-04-01
MEYER MANSION,130-140,15,RCR,Freehold,Apartment,3,,10500.0,,,0,1,2025-05-01,2025-08-01
D'BANYAN,70-80,27,OCR,999 yrs lease commencing from 1885,Apartment,,,,,,0,0,2025-04-01,
TANQUEELAN SUITES,60-70,7,,,,NA,,4500.0,,,0,7,,2026-05-01
CHUAN PARK,120-130,19,OCR,99 yrs lease commencing from 2024,Condominium,,3600650.0,,,,8,0,2026-05-01,
RIVERFRONT RESIDENCES,60-70,19,OCR,99 yrs lease commencing from 2018,Apartment,2,1280000.0,3500.0,3.2812,30.476,11,36,2026-06-01,2026-05-01
THE BOUTIQ,60-70,9,CCR,Freehold,Apartment,2,1800000.0,5050.0,3.3667,29.703,1,4,2026-05-01,2026-04-01
THE INTERWEAVE,60-70,12,RCR,Freehold,Apartment,2,1050000.0,3400.0,3.8857,25.735,5,19,2026-05-01,2026-05-01
THE OCEANFRONT @ SENTOSA COVE,170-180,4,CCR,99 yrs lease commencing from 2005,Condominium,3,2800000.0,9000.0,3.8571,25.926,1,5,2026-03-01,2026-04-01
BALMORAL RESIDENCES,160-170,10,CCR,Freehold,Condominium,3,4250000.0,7650.0,2.16,46.296,1,4,2025-10-01,2026-05-01
THE ORIE,110-120,12,RCR,99 yrs lease commencing from 2024,Condominium,,3423000.0,,,,3,0,2025-12-01,
SUMMERDALE,180-190,22,,,Executive Condominium,,,,,,0,0,,2025-07-01
ENCHANTÃ‰,110-120,11,CCR,Freehold,Apartment,,3444000.0,,,,2,0,2025-09-01,
