session_id,prospect_id,session_date,week_start,audience_segment,market,primary_device,session_order,sessions_in_journey,touch_pattern,channel_group,journey_path,visitor_status,engaged_session_flag,lead_event_flag,lead_flag,enrollment_equivalent_flag,session_quality_score,session_duration_seconds,pageviews,touch_role,first_touch_credit,last_touch_credit,linear_credit,transaction_revenue
MKG-01966-S2,MKG-01966,2020-11-17,2020-11-16,Promo Responders,National Market,Mobile,2,5,Four-plus,Email,Organic Search > Email > Email > Email > Organic Search,Returning,0,0,1,0,72,238,5,Assist,0.0,0.0,0.0,0.0
MKG-01966-S3,MKG-01966,2020-11-24,2020-11-23,Promo Responders,National Market,Mobile,3,5,Four-plus,Email,Organic Search > Email > Email > Email > Organic Search,Returning,0,1,1,0,85,307,6,Assist,0.0,0.0,0.0,0.0
MKG-01966-S4,MKG-01966,2020-11-29,2020-11-23,Promo Responders,National Market,Mobile,4,5,Four-plus,Email,Organic Search > Email > Email > Email > Organic Search,Returning,1,0,1,0,84,332,7,Assist,0.0,0.0,0.0,0.0
MKG-01966-S5,MKG-01966,2020-12-02,2020-11-30,Promo Responders,National Market,Mobile,5,5,Four-plus,Organic Search,Organic Search > Email > Email > Email > Organic Search,Returning,1,0,1,0,82,348,8,Last session,0.0,0.0,0.0,0.0
MKG-01967-S1,MKG-01967,2020-11-24,2020-11-23,Brand Returners,National Market,Tablet,1,4,Four-plus,Paid Search,Paid Search > Organic Search > Email > Paid Search,New,0,0,1,0,54,287,5,First touch,1.0,0.0,0.25,0.0
MKG-01967-S2,MKG-01967,2020-12-03,2020-11-30,Brand Returners,National Market,Tablet,2,4,Four-plus,Organic Search,Paid Search > Organic Search > Email > Paid Search,Returning,0,1,1,0,78,279,7,Assist,0.0,0.0,0.25,0.0
MKG-01967-S3,MKG-01967,2020-12-06,2020-11-30,Brand Returners,National Market,Tablet,3,4,Four-plus,Email,Paid Search > Organic Search > Email > Paid Search,Returning,1,0,1,0,79,300,6,Assist,0.0,0.0,0.25,0.0
MKG-01967-S4,MKG-01967,2020-12-12,2020-12-07,Brand Returners,National Market,Tablet,4,4,Four-plus,Paid Search,Paid Search > Organic Search > Email > Paid Search,Returning,1,0,1,1,78,309,7,Closer,0.0,1.0,0.25,129.29
MKG-01968-S1,MKG-01968,2021-01-04,2021-01-04,Promo Responders,National Market,Mobile,1,2,Two-touch,Email,Email > Paid Search,New,0,0,0,0,67,271,4,First touch,0.0,0.0,0.0,0.0
MKG-01968-S2,MKG-01968,2021-01-09,2021-01-04,Promo Responders,National Market,Mobile,2,2,Two-touch,Paid Search,Email > Paid Search,Returning,1,0,0,0,72,286,6,Last session,0.0,0.0,0.0,0.0
MKG-01969-S1,MKG-01969,2020-12-14,2020-12-14,Promo Responders,Regional Market,Desktop,1,4,Four-plus,Paid Search,Paid Search > Direct > Organic Search > Email,New,1,0,1,0,80,271,6,First touch,1.0,0.0,0.25,0.0
MKG-01969-S2,MKG-01969,2020-12-19,2020-12-14,Promo Responders,Regional Market,Desktop,2,4,Four-plus,Direct,Paid Search > Direct > Organic Search > Email,Returning,1,0,1,0,77,357,5,Assist,0.0,0.0,0.25,0.0
MKG-01969-S3,MKG-01969,2020-12-24,2020-12-21,Promo Responders,Regional Market,Desktop,3,4,Four-plus,Organic Search,Paid Search > Direct > Organic Search > Email,Returning,1,0,1,0,97,370,6,Assist,0.0,0.0,0.25,0.0
MKG-01969-S4,MKG-01969,2021-01-01,2020-12-28,Promo Responders,Regional Market,Desktop,4,4,Four-plus,Email,Paid Search > Direct > Organic Search > Email,Returning,1,1,1,1,95,333,7,Closer,0.0,1.0,0.25,165.3
MKG-01970-S1,MKG-01970,2020-11-19,2020-11-16,Cross-Border Shoppers,International Market,Mobile,1,2,Two-touch,Paid Search,Paid Search > Email,New,1,0,1,0,76,291,6,First touch,1.0,0.0,0.5,0.0
MKG-01970-S2,MKG-01970,2020-11-24,2020-11-23,Cross-Border Shoppers,International Market,Mobile,2,2,Two-touch,Email,Paid Search > Email,Returning,1,1,1,1,74,335,5,Closer,0.0,1.0,0.5,91.99
MKG-01971-S1,MKG-01971,2020-11-16,2020-11-16,Cross-Border Shoppers,International Market,Mobile,1,2,Two-touch,Paid Social,Paid Social > Email,New,0,0,0,0,56,197,5,First touch,0.0,0.0,0.0,0.0
MKG-01971-S2,MKG-01971,2020-11-24,2020-11-23,Cross-Border Shoppers,International Market,Mobile,2,2,Two-touch,Email,Paid Social > Email,Returning,0,0,0,0,63,293,5,Last session,0.0,0.0,0.0,0.0
MKG-01972-S1,MKG-01972,2020-12-05,2020-11-30,Research-Heavy Browsers,Regional Market,Mobile,1,3,Three-touch,Email,Email > Direct > Referral,New,0,0,0,0,61,258,6,First touch,0.0,0.0,0.0,0.0
MKG-01972-S2,MKG-01972,2020-12-07,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,2,3,Three-touch,Direct,Email > Direct > Referral,Returning,1,0,0,0,71,269,5,Assist,0.0,0.0,0.0,0.0
MKG-01972-S3,MKG-01972,2020-12-11,2020-12-07,Research-Heavy Browsers,Regional Market,Mobile,3,3,Three-touch,Referral,Email > Direct > Referral,Returning,0,0,0,0,67,308,6,Last session,0.0,0.0,0.0,0.0
MKG-01973-S1,MKG-01973,2020-12-18,2020-12-14,Research-Heavy Browsers,Regional Market,Desktop,1,3,Three-touch,Organic Search,Organic Search > Email > Email,New,1,1,1,0,81,318,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-01973-S2,MKG-01973,2020-12-24,2020-12-21,Research-Heavy Browsers,Regional Market,Desktop,2,3,Three-touch,Email,Organic Search > Email > Email,Returning,1,0,1,0,93,333,7,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-01973-S3,MKG-01973,2020-12-25,2020-12-21,Research-Heavy Browsers,Regional Market,Desktop,3,3,Three-touch,Email,Organic Search > Email > Email,Returning,1,0,1,1,88,359,7,Closer,0.0,1.0,0.3333333333333333,133.24
MKG-01974-S1,MKG-01974,2020-11-20,2020-11-16,Research-Heavy Browsers,Core Market,Mobile,1,1,Single-touch,Paid Social,Paid Social,New,0,0,0,0,55,222,2,Single-touch,0.0,0.0,0.0,0.0
MKG-01975-S1,MKG-01975,2020-11-10,2020-11-09,Research-Heavy Browsers,Core Market,Mobile,1,1,Single-touch,Referral,Referral,New,1,0,0,0,67,306,4,Single-touch,0.0,0.0,0.0,0.0
MKG-01976-S1,MKG-01976,2020-11-11,2020-11-09,Research-Heavy Browsers,Core Market,Desktop,1,1,Single-touch,Paid Search,Paid Search,New,1,0,0,0,79,249,6,Single-touch,0.0,0.0,0.0,0.0
MKG-01977-S1,MKG-01977,2021-01-05,2021-01-04,Promo Responders,National Market,Desktop,1,3,Three-touch,Paid Search,Paid Search > Organic Search > Email,New,0,1,1,0,69,226,5,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-01977-S2,MKG-01977,2021-01-09,2021-01-04,Promo Responders,National Market,Desktop,2,3,Three-touch,Organic Search,Paid Search > Organic Search > Email,Returning,1,0,1,0,98,338,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-01977-S3,MKG-01977,2021-01-12,2021-01-11,Promo Responders,National Market,Desktop,3,3,Three-touch,Email,Paid Search > Organic Search > Email,Returning,1,0,1,1,98,284,8,Closer,0.0,1.0,0.3333333333333333,138.49
MKG-01978-S1,MKG-01978,2020-11-03,2020-11-02,Brand Returners,National Market,Mobile,1,2,Two-touch,Email,Email > Direct,New,1,0,1,0,74,299,7,First touch,0.0,0.0,0.0,0.0
MKG-01978-S2,MKG-01978,2020-11-08,2020-11-02,Brand Returners,National Market,Mobile,2,2,Two-touch,Direct,Email > Direct,Returning,1,1,1,0,73,295,7,Last session,0.0,0.0,0.0,0.0
MKG-01979-S1,MKG-01979,2020-12-20,2020-12-14,Promo Responders,National Market,Desktop,1,3,Three-touch,Email,Email > Direct > Email,New,1,1,1,0,85,302,6,First touch,0.0,0.0,0.0,0.0
MKG-01979-S2,MKG-01979,2020-12-22,2020-12-21,Promo Responders,National Market,Desktop,2,3,Three-touch,Direct,Email > Direct > Email,Returning,1,0,1,0,81,283,5,Assist,0.0,0.0,0.0,0.0
MKG-01979-S3,MKG-01979,2020-12-29,2020-12-28,Promo Responders,National Market,Desktop,3,3,Three-touch,Email,Email > Direct > Email,Returning,1,0,1,0,92,277,6,Last session,0.0,0.0,0.0,0.0
MKG-01980-S1,MKG-01980,2020-11-20,2020-11-16,Promo Responders,National Market,Desktop,1,3,Three-touch,Direct,Direct > Referral > Direct,New,1,1,1,0,78,264,6,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-01980-S2,MKG-01980,2020-11-23,2020-11-23,Promo Responders,National Market,Desktop,2,3,Three-touch,Referral,Direct > Referral > Direct,Returning,0,0,1,0,76,294,5,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-01980-S3,MKG-01980,2020-11-25,2020-11-23,Promo Responders,National Market,Desktop,3,3,Three-touch,Direct,Direct > Referral > Direct,Returning,1,0,1,1,90,345,6,Closer,0.0,1.0,0.3333333333333333,128.69
MKG-01981-S1,MKG-01981,2020-12-07,2020-12-07,Research-Heavy Browsers,Core Market,Desktop,1,3,Three-touch,Email,Email > Organic Search > Email,New,1,0,1,0,92,374,6,First touch,1.0,0.0,0.3333333333333333,0.0
MKG-01981-S2,MKG-01981,2020-12-11,2020-12-07,Research-Heavy Browsers,Core Market,Desktop,2,3,Three-touch,Organic Search,Email > Organic Search > Email,Returning,0,0,1,0,90,306,6,Assist,0.0,0.0,0.3333333333333333,0.0
MKG-01981-S3,MKG-01981,2020-12-16,2020-12-14,Research-Heavy Browsers,Core Market,Desktop,3,3,Three-touch,Email,Email > Organic Search > Email,Returning,0,1,1,1,80,323,4,Closer,0.0,1.0,0.3333333333333333,128.49
MKG-01982-S1,MKG-01982,2020-11-11,2020-11-09,Cross-Border Shoppers,International Market,Desktop,1,3,Three-touch,Paid Search,Paid Search > Direct > Email,New,0,0,1,0,67,212,3,First touch,0.0,0.0,0.0,0.0
MKG-01982-S2,MKG-01982,2020-11-16,2020-11-16,Cross-Border Shoppers,International Market,Desktop,2,3,Three-touch,Direct,Paid Search > Direct > Email,Returning,1,0,1,0,86,346,8,Assist,0.0,0.0,0.0,0.0
MKG-01982-S3,MKG-01982,2020-11-23,2020-11-23,Cross-Border Shoppers,International Market,Desktop,3,3,Three-touch,Email,Paid Search > Direct > Email,Returning,1,1,1,0,81,338,5,Last session,0.0,0.0,0.0,0.0
MKG-01983-S1,MKG-01983,2020-12-14,2020-12-14,Brand Returners,Regional Market,Desktop,1,1,Single-touch,Direct,Direct,New,0,0,0,0,73,245,4,Single-touch,0.0,0.0,0.0,0.0
MKG-01984-S1,MKG-01984,2020-11-10,2020-11-09,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Paid Social,Paid Social > Referral,New,1,1,1,0,61,260,5,First touch,0.0,0.0,0.0,0.0
MKG-01984-S2,MKG-01984,2020-11-11,2020-11-09,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Referral,Paid Social > Referral,Returning,0,0,1,0,72,257,5,Last session,0.0,0.0,0.0,0.0
MKG-01985-S1,MKG-01985,2021-01-01,2020-12-28,Cross-Border Shoppers,National Market,Desktop,1,2,Two-touch,Direct,Direct > Paid Social,New,1,0,0,0,77,256,7,First touch,0.0,0.0,0.0,0.0
MKG-01985-S2,MKG-01985,2021-01-04,2021-01-04,Cross-Border Shoppers,National Market,Desktop,2,2,Two-touch,Paid Social,Direct > Paid Social,Returning,1,0,0,0,70,273,6,Last session,0.0,0.0,0.0,0.0
MKG-01986-S1,MKG-01986,2020-12-30,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Direct,Direct > Direct,New,1,0,0,0,78,276,5,First touch,0.0,0.0,0.0,0.0
MKG-01986-S2,MKG-01986,2021-01-03,2020-12-28,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Direct,Direct > Direct,Returning,1,0,0,0,67,276,5,Last session,0.0,0.0,0.0,0.0
MKG-01987-S1,MKG-01987,2020-11-25,2020-11-23,Promo Responders,Regional Market,Mobile,1,5,Four-plus,Organic Search,Organic Search > Referral > Organic Search > Paid Search > Direct,New,1,0,0,0,65,305,5,First touch,0.0,0.0,0.0,0.0
MKG-01987-S2,MKG-01987,2020-11-28,2020-11-23,Promo Responders,Regional Market,Mobile,2,5,Four-plus,Referral,Organic Search > Referral > Organic Search > Paid Search > Direct,Returning,1,0,0,0,73,328,6,Assist,0.0,0.0,0.0,0.0
MKG-01987-S3,MKG-01987,2020-12-07,2020-12-07,Promo Responders,Regional Market,Mobile,3,5,Four-plus,Organic Search,Organic Search > Referral > Organic Search > Paid Search > Direct,Returning,0,0,0,0,85,271,8,Assist,0.0,0.0,0.0,0.0
MKG-01987-S4,MKG-01987,2020-12-16,2020-12-14,Promo Responders,Regional Market,Mobile,4,5,Four-plus,Paid Search,Organic Search > Referral > Organic Search > Paid Search > Direct,Returning,1,0,0,0,79,254,6,Assist,0.0,0.0,0.0,0.0
MKG-01987-S5,MKG-01987,2020-12-21,2020-12-21,Promo Responders,Regional Market,Mobile,5,5,Four-plus,Direct,Organic Search > Referral > Organic Search > Paid Search > Direct,Returning,0,0,0,0,91,235,5,Last session,0.0,0.0,0.0,0.0
MKG-01988-S1,MKG-01988,2020-12-13,2020-12-07,Brand Returners,National Market,Desktop,1,4,Four-plus,Direct,Direct > Email > Direct > Direct,New,1,0,1,0,78,336,5,First touch,1.0,0.0,0.25,0.0
MKG-01988-S2,MKG-01988,2020-12-20,2020-12-14,Brand Returners,National Market,Desktop,2,4,Four-plus,Email,Direct > Email > Direct > Direct,Returning,1,0,1,0,75,282,6,Assist,0.0,0.0,0.25,0.0
MKG-01988-S3,MKG-01988,2020-12-28,2020-12-28,Brand Returners,National Market,Desktop,3,4,Four-plus,Direct,Direct > Email > Direct > Direct,Returning,1,1,1,0,77,241,6,Assist,0.0,0.0,0.25,0.0
MKG-01988-S4,MKG-01988,2021-01-04,2021-01-04,Brand Returners,National Market,Desktop,4,4,Four-plus,Direct,Direct > Email > Direct > Direct,Returning,1,0,1,1,90,308,8,Closer,0.0,1.0,0.25,159.69
MKG-01989-S1,MKG-01989,2020-12-28,2020-12-28,Brand Returners,National Market,Mobile,1,2,Two-touch,Direct,Direct > Email,New,0,0,1,0,49,260,5,First touch,0.0,0.0,0.0,0.0
MKG-01989-S2,MKG-01989,2021-01-05,2021-01-04,Brand Returners,National Market,Mobile,2,2,Two-touch,Email,Direct > Email,Returning,0,1,1,0,73,292,5,Last session,0.0,0.0,0.0,0.0
MKG-01990-S1,MKG-01990,2020-12-30,2020-12-28,Cross-Border Shoppers,National Market,Tablet,1,2,Two-touch,Direct,Direct > Referral,New,1,0,0,0,72,334,6,First touch,0.0,0.0,0.0,0.0
MKG-01990-S2,MKG-01990,2020-12-31,2020-12-28,Cross-Border Shoppers,National Market,Tablet,2,2,Two-touch,Referral,Direct > Referral,Returning,1,0,0,0,92,350,5,Last session,0.0,0.0,0.0,0.0
MKG-01991-S1,MKG-01991,2020-11-30,2020-11-30,Brand Returners,National Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Referral > Organic Search,New,0,0,0,0,61,266,6,First touch,0.0,0.0,0.0,0.0
MKG-01991-S2,MKG-01991,2020-12-03,2020-11-30,Brand Returners,National Market,Mobile,2,3,Three-touch,Referral,Paid Search > Referral > Organic Search,Returning,1,0,0,0,77,302,6,Assist,0.0,0.0,0.0,0.0
MKG-01991-S3,MKG-01991,2020-12-06,2020-11-30,Brand Returners,National Market,Mobile,3,3,Three-touch,Organic Search,Paid Search > Referral > Organic Search,Returning,1,0,0,0,85,357,7,Last session,0.0,0.0,0.0,0.0
MKG-01992-S1,MKG-01992,2020-11-23,2020-11-23,Brand Returners,National Market,Desktop,1,1,Single-touch,Paid Social,Paid Social,New,0,0,0,0,70,250,4,Single-touch,0.0,0.0,0.0,0.0
MKG-01993-S1,MKG-01993,2020-12-10,2020-12-07,Brand Returners,National Market,Mobile,1,1,Single-touch,Email,Email,New,1,1,1,1,67,306,5,Single-touch,1.0,1.0,1.0,103.21
MKG-01994-S1,MKG-01994,2020-12-08,2020-12-07,Promo Responders,Core Market,Desktop,1,4,Four-plus,Paid Search,Paid Search > Organic Search > Organic Search > Paid Search,New,1,0,1,0,84,306,5,First touch,1.0,0.0,0.25,0.0
MKG-01994-S2,MKG-01994,2020-12-17,2020-12-14,Promo Responders,Core Market,Desktop,2,4,Four-plus,Organic Search,Paid Search > Organic Search > Organic Search > Paid Search,Returning,1,0,1,0,86,270,7,Assist,0.0,0.0,0.25,0.0
MKG-01994-S3,MKG-01994,2020-12-20,2020-12-14,Promo Responders,Core Market,Desktop,3,4,Four-plus,Organic Search,Paid Search > Organic Search > Organic Search > Paid Search,Returning,1,0,1,0,95,296,6,Assist,0.0,0.0,0.25,0.0
MKG-01994-S4,MKG-01994,2020-12-21,2020-12-21,Promo Responders,Core Market,Desktop,4,4,Four-plus,Paid Search,Paid Search > Organic Search > Organic Search > Paid Search,Returning,1,1,1,1,84,335,6,Closer,0.0,1.0,0.25,152.86
MKG-01995-S1,MKG-01995,2020-11-25,2020-11-23,Promo Responders,National Market,Mobile,1,1,Single-touch,Organic Search,Organic Search,New,1,0,0,0,80,308,6,Single-touch,0.0,0.0,0.0,0.0
MKG-01996-S1,MKG-01996,2021-01-02,2020-12-28,Brand Returners,National Market,Mobile,1,3,Three-touch,Paid Search,Paid Search > Email > Paid Social,New,0,0,1,0,54,180,6,First touch,0.0,0.0,0.0,0.0
MKG-01996-S2,MKG-01996,2021-01-03,2020-12-28,Brand Returners,National Market,Mobile,2,3,Three-touch,Email,Paid Search > Email > Paid Social,Returning,1,1,1,0,71,344,8,Assist,0.0,0.0,0.0,0.0
MKG-01996-S3,MKG-01996,2021-01-07,2021-01-04,Brand Returners,National Market,Mobile,3,3,Three-touch,Paid Social,Paid Search > Email > Paid Social,Returning,1,0,1,0,73,281,6,Last session,0.0,0.0,0.0,0.0
MKG-01997-S1,MKG-01997,2020-12-05,2020-11-30,Cross-Border Shoppers,International Market,Desktop,1,4,Four-plus,Paid Social,Paid Social > Paid Search > Paid Search > Direct,New,0,0,1,0,66,153,5,First touch,0.0,0.0,0.0,0.0
MKG-01997-S2,MKG-01997,2020-12-08,2020-12-07,Cross-Border Shoppers,International Market,Desktop,2,4,Four-plus,Paid Search,Paid Social > Paid Search > Paid Search > Direct,Returning,0,0,1,0,72,317,6,Assist,0.0,0.0,0.0,0.0
MKG-01997-S3,MKG-01997,2020-12-09,2020-12-07,Cross-Border Shoppers,International Market,Desktop,3,4,Four-plus,Paid Search,Paid Social > Paid Search > Paid Search > Direct,Returning,0,1,1,0,75,200,7,Assist,0.0,0.0,0.0,0.0
MKG-01997-S4,MKG-01997,2020-12-13,2020-12-07,Cross-Border Shoppers,International Market,Desktop,4,4,Four-plus,Direct,Paid Social > Paid Search > Paid Search > Direct,Returning,1,0,1,0,97,306,6,Last session,0.0,0.0,0.0,0.0
MKG-01998-S1,MKG-01998,2020-12-25,2020-12-21,Research-Heavy Browsers,Core Market,Mobile,1,1,Single-touch,Referral,Referral,New,0,0,0,0,66,276,5,Single-touch,0.0,0.0,0.0,0.0
MKG-01999-S1,MKG-01999,2020-11-20,2020-11-16,Research-Heavy Browsers,Regional Market,Desktop,1,3,Three-touch,Email,Email > Direct > Referral,New,1,0,0,0,87,280,7,First touch,0.0,0.0,0.0,0.0
MKG-01999-S2,MKG-01999,2020-11-26,2020-11-23,Research-Heavy Browsers,Regional Market,Desktop,2,3,Three-touch,Direct,Email > Direct > Referral,Returning,1,0,0,0,80,301,5,Assist,0.0,0.0,0.0,0.0
MKG-01999-S3,MKG-01999,2020-12-03,2020-11-30,Research-Heavy Browsers,Regional Market,Desktop,3,3,Three-touch,Referral,Email > Direct > Referral,Returning,1,0,0,0,84,263,8,Last session,0.0,0.0,0.0,0.0
MKG-02000-S1,MKG-02000,2020-12-04,2020-11-30,Research-Heavy Browsers,National Market,Desktop,1,1,Single-touch,Paid Social,Paid Social,New,1,1,1,1,71,195,6,Single-touch,1.0,1.0,1.0,62.87
MKG-02001-S1,MKG-02001,2020-11-08,2020-11-02,Promo Responders,Regional Market,Desktop,1,2,Two-touch,Organic Search,Organic Search > Email,New,1,1,1,0,93,318,7,First touch,1.0,0.0,0.5,0.0
MKG-02001-S2,MKG-02001,2020-11-10,2020-11-09,Promo Responders,Regional Market,Desktop,2,2,Two-touch,Email,Organic Search > Email,Returning,0,0,1,1,88,287,5,Closer,0.0,1.0,0.5,106.67
MKG-02002-S1,MKG-02002,2020-12-28,2020-12-28,Research-Heavy Browsers,National Market,Mobile,1,1,Single-touch,Email,Email,New,0,0,0,0,60,260,6,Single-touch,0.0,0.0,0.0,0.0
MKG-02003-S1,MKG-02003,2020-12-30,2020-12-28,Brand Returners,Regional Market,Mobile,1,4,Four-plus,Paid Search,Paid Search > Paid Social > Direct > Referral,New,1,0,1,0,66,233,6,First touch,0.0,0.0,0.0,0.0
MKG-02003-S2,MKG-02003,2021-01-07,2021-01-04,Brand Returners,Regional Market,Mobile,2,4,Four-plus,Paid Social,Paid Search > Paid Social > Direct > Referral,Returning,1,1,1,0,71,192,5,Assist,0.0,0.0,0.0,0.0
MKG-02003-S3,MKG-02003,2021-01-13,2021-01-11,Brand Returners,Regional Market,Mobile,3,4,Four-plus,Direct,Paid Search > Paid Social > Direct > Referral,Returning,0,0,1,0,80,230,4,Assist,0.0,0.0,0.0,0.0
MKG-02003-S4,MKG-02003,2021-01-14,2021-01-11,Brand Returners,Regional Market,Mobile,4,4,Four-plus,Referral,Paid Search > Paid Social > Direct > Referral,Returning,0,0,1,0,74,289,7,Last session,0.0,0.0,0.0,0.0
MKG-02004-S1,MKG-02004,2020-11-04,2020-11-02,Cross-Border Shoppers,International Market,Desktop,1,4,Four-plus,Email,Email > Referral > Direct > Email,New,1,0,1,0,81,274,6,First touch,1.0,0.0,0.25,0.0
MKG-02004-S2,MKG-02004,2020-11-11,2020-11-09,Cross-Border Shoppers,International Market,Desktop,2,4,Four-plus,Referral,Email > Referral > Direct > Email,Returning,1,1,1,0,83,278,6,Assist,0.0,0.0,0.25,0.0
MKG-02004-S3,MKG-02004,2020-11-13,2020-11-09,Cross-Border Shoppers,International Market,Desktop,3,4,Four-plus,Direct,Email > Referral > Direct > Email,Returning,1,0,1,0,89,270,5,Assist,0.0,0.0,0.25,0.0
MKG-02004-S4,MKG-02004,2020-11-15,2020-11-09,Cross-Border Shoppers,International Market,Desktop,4,4,Four-plus,Email,Email > Referral > Direct > Email,Returning,1,0,1,1,98,337,8,Closer,0.0,1.0,0.25,161.1
MKG-02005-S1,MKG-02005,2020-12-08,2020-12-07,Brand Returners,National Market,Desktop,1,2,Two-touch,Paid Search,Paid Search > Paid Social,New,1,0,0,0,77,287,7,First touch,0.0,0.0,0.0,0.0
MKG-02005-S2,MKG-02005,2020-12-10,2020-12-07,Brand Returners,National Market,Desktop,2,2,Two-touch,Paid Social,Paid Search > Paid Social,Returning,0,0,0,0,60,145,5,Last session,0.0,0.0,0.0,0.0
MKG-02006-S1,MKG-02006,2020-12-31,2020-12-28,Brand Returners,National Market,Desktop,1,4,Four-plus,Email,Email > Email > Email > Email,New,1,0,0,0,84,307,6,First touch,0.0,0.0,0.0,0.0
MKG-02006-S2,MKG-02006,2021-01-09,2021-01-04,Brand Returners,National Market,Desktop,2,4,Four-plus,Email,Email > Email > Email > Email,Returning,1,0,0,0,84,306,6,Assist,0.0,0.0,0.0,0.0
MKG-02006-S3,MKG-02006,2021-01-16,2021-01-11,Brand Returners,National Market,Desktop,3,4,Four-plus,Email,Email > Email > Email > Email,Returning,1,0,0,0,79,374,6,Assist,0.0,0.0,0.0,0.0
MKG-02006-S4,MKG-02006,2021-01-19,2021-01-18,Brand Returners,National Market,Desktop,4,4,Four-plus,Email,Email > Email > Email > Email,Returning,1,0,0,0,96,367,9,Last session,0.0,0.0,0.0,0.0
MKG-02007-S1,MKG-02007,2020-12-27,2020-12-21,Cross-Border Shoppers,National Market,Mobile,1,5,Four-plus,Referral,Referral > Paid Social > Referral > Paid Search > Direct,New,1,0,1,0,69,309,8,First touch,1.0,0.0,0.2,0.0
MKG-02007-S2,MKG-02007,2020-12-28,2020-12-28,Cross-Border Shoppers,National Market,Mobile,2,5,Four-plus,Paid Social,Referral > Paid Social > Referral > Paid Search > Direct,Returning,1,0,1,0,74,293,6,Assist,0.0,0.0,0.2,0.0
MKG-02007-S3,MKG-02007,2021-01-02,2020-12-28,Cross-Border Shoppers,National Market,Mobile,3,5,Four-plus,Referral,Referral > Paid Social > Referral > Paid Search > Direct,Returning,0,0,1,0,74,244,6,Assist,0.0,0.0,0.2,0.0
MKG-02007-S4,MKG-02007,2021-01-10,2021-01-04,Cross-Border Shoppers,National Market,Mobile,4,5,Four-plus,Paid Search,Referral > Paid Social > Referral > Paid Search > Direct,Returning,0,1,1,0,75,277,4,Assist,0.0,0.0,0.2,0.0
MKG-02007-S5,MKG-02007,2021-01-15,2021-01-11,Cross-Border Shoppers,National Market,Mobile,5,5,Four-plus,Direct,Referral > Paid Social > Referral > Paid Search > Direct,Returning,1,0,1,1,87,352,6,Closer,0.0,1.0,0.2,137.18
MKG-02008-S1,MKG-02008,2020-12-16,2020-12-14,Brand Returners,Regional Market,Desktop,1,4,Four-plus,Organic Search,Organic Search > Direct > Email > Direct,New,1,0,1,0,79,318,8,First touch,1.0,0.0,0.25,0.0
MKG-02008-S2,MKG-02008,2020-12-22,2020-12-21,Brand Returners,Regional Market,Desktop,2,4,Four-plus,Direct,Organic Search > Direct > Email > Direct,Returning,1,1,1,0,75,206,7,Assist,0.0,0.0,0.25,0.0
MKG-02008-S3,MKG-02008,2020-12-24,2020-12-21,Brand Returners,Regional Market,Desktop,3,4,Four-plus,Email,Organic Search > Direct > Email > Direct,Returning,1,0,1,0,94,357,6,Assist,0.0,0.0,0.25,0.0
MKG-02008-S4,MKG-02008,2020-12-26,2020-12-21,Brand Returners,Regional Market,Desktop,4,4,Four-plus,Direct,Organic Search > Direct > Email > Direct,Returning,1,0,1,1,85,286,8,Closer,0.0,1.0,0.25,137.12
MKG-02009-S1,MKG-02009,2020-12-25,2020-12-21,Brand Returners,Regional Market,Mobile,1,2,Two-touch,Direct,Direct > Paid Social,New,1,0,1,0,68,298,6,First touch,0.0,0.0,0.0,0.0
MKG-02009-S2,MKG-02009,2021-01-02,2020-12-28,Brand Returners,Regional Market,Mobile,2,2,Two-touch,Paid Social,Direct > Paid Social,Returning,0,1,1,0,62,194,4,Last session,0.0,0.0,0.0,0.0
MKG-02010-S1,MKG-02010,2020-11-14,2020-11-09,Research-Heavy Browsers,Regional Market,Mobile,1,2,Two-touch,Organic Search,Organic Search > Email,New,0,0,0,0,58,232,4,First touch,0.0,0.0,0.0,0.0
MKG-02010-S2,MKG-02010,2020-11-23,2020-11-23,Research-Heavy Browsers,Regional Market,Mobile,2,2,Two-touch,Email,Organic Search > Email,Returning,1,0,0,0,88,306,7,Last session,0.0,0.0,0.0,0.0
MKG-02011-S1,MKG-02011,2020-11-11,2020-11-09,Promo Responders,Regional Market,Desktop,1,2,Two-touch,Email,Email > Referral,New,1,1,1,0,82,254,6,First touch,1.0,0.0,0.5,0.0
MKG-02011-S2,MKG-02011,2020-11-14,2020-11-09,Promo Responders,Regional Market,Desktop,2,2,Two-touch,Referral,Email > Referral,Returning,1,0,1,1,81,300,6,Closer,0.0,1.0,0.5,123.41
