prospect_id,audience_segment,market,primary_device,sessions_in_journey,touch_pattern,engaged_sessions,unique_channels,first_touch_channel,lead_touch_channel,last_touch_channel,lead_flag,enrollment_equivalent_flag,days_to_lead,days_to_enrollment,transaction_revenue,journey_path
MKG-01917,Brand Returners,National Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01918,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,3,3,Paid Search,Paid Search,Direct,1,0,0.0,,0.0,Paid Search > Email > Direct > Direct
MKG-01919,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,3,3,Referral,Direct,Direct,1,1,17.0,17.0,134.91,Referral > Direct > Email > Direct
MKG-01920,Brand Returners,National Market,Mobile,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01921,Promo Responders,National Market,Tablet,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01922,Cross-Border Shoppers,International Market,Mobile,3,Three-touch,2,2,Paid Search,Paid Search,Email,1,1,0.0,11.0,143.76,Paid Search > Paid Search > Email
MKG-01923,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Paid Social,Paid Social,Organic Search,1,0,0.0,,0.0,Paid Social > Organic Search
MKG-01924,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Search
MKG-01925,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01926,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,2,Organic Search,Direct,Direct,1,1,2.0,2.0,121.87,Organic Search > Direct
MKG-01927,Promo Responders,Core Market,Desktop,4,Four-plus,4,4,Email,,Direct,0,0,,,0.0,Email > Paid Search > Paid Social > Direct
MKG-01928,Brand Returners,National Market,Desktop,1,Single-touch,0,1,Email,Email,Email,1,0,0.0,,0.0,Email
MKG-01929,Promo Responders,National Market,Mobile,2,Two-touch,0,2,Direct,,Email,0,0,,,0.0,Direct > Email
MKG-01930,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01931,Cross-Border Shoppers,National Market,Mobile,1,Single-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01932,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,3,3,Organic Search,Organic Search,Organic Search,1,1,0.0,17.0,132.29,Organic Search > Paid Search > Paid Search > Email > Organic Search
MKG-01933,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,2,3,Paid Social,Paid Social,Referral,1,1,0.0,15.0,146.65,Paid Social > Direct > Referral > Referral
MKG-01934,Cross-Border Shoppers,International Market,Desktop,5,Four-plus,3,3,Direct,Referral,Referral,1,1,12.0,19.0,163.92,Direct > Direct > Referral > Email > Referral
MKG-01935,Promo Responders,National Market,Desktop,2,Two-touch,1,2,Referral,Organic Search,Organic Search,1,1,2.0,2.0,130.39,Referral > Organic Search
MKG-01936,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,1,2,Paid Social,,Paid Search,0,0,,,0.0,Paid Social > Paid Search
MKG-01937,Promo Responders,National Market,Desktop,4,Four-plus,2,3,Direct,Direct,Email,1,1,9.0,11.0,152.94,Direct > Organic Search > Direct > Email
MKG-01938,Brand Returners,National Market,Mobile,3,Three-touch,1,3,Organic Search,Paid Social,Paid Social,1,1,5.0,5.0,109.62,Organic Search > Email > Paid Social
MKG-01939,Promo Responders,National Market,Desktop,5,Four-plus,3,3,Paid Social,Paid Social,Referral,1,0,2.0,,0.0,Paid Social > Paid Social > Paid Search > Paid Search > Referral
MKG-01940,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,1,Direct,,Direct,0,0,,,0.0,Direct > Direct > Direct
MKG-01941,Cross-Border Shoppers,International Market,Mobile,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01942,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,3,3,Direct,Email,Email,1,1,2.0,6.0,147.1,Direct > Organic Search > Email > Email
MKG-01943,Promo Responders,National Market,Mobile,4,Four-plus,3,4,Paid Search,,Direct,0,0,,,0.0,Paid Search > Organic Search > Referral > Direct
MKG-01944,Brand Returners,Regional Market,Desktop,3,Three-touch,3,2,Paid Search,Direct,Direct,1,1,12.0,12.0,122.04,Paid Search > Direct > Direct
MKG-01945,Brand Returners,Regional Market,Desktop,4,Four-plus,2,4,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Email > Referral > Paid Social
MKG-01946,Promo Responders,Regional Market,Desktop,4,Four-plus,2,3,Organic Search,Organic Search,Paid Social,1,0,0.0,,0.0,Organic Search > Direct > Direct > Paid Social
MKG-01947,Research-Heavy Browsers,Core Market,Tablet,3,Three-touch,2,2,Paid Search,Organic Search,Organic Search,1,1,6.0,9.0,112.61,Paid Search > Organic Search > Organic Search
MKG-01948,Promo Responders,Regional Market,Mobile,3,Three-touch,2,2,Email,Paid Search,Email,1,0,3.0,,0.0,Email > Paid Search > Email
MKG-01949,Promo Responders,National Market,Desktop,4,Four-plus,2,3,Organic Search,Email,Direct,1,1,11.0,14.0,158.33,Organic Search > Email > Email > Direct
MKG-01950,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,4,4,Paid Search,Paid Social,Email,1,0,5.0,,0.0,Paid Search > Paid Social > Direct > Email
MKG-01951,Promo Responders,Regional Market,Desktop,4,Four-plus,4,3,Email,Paid Social,Direct,1,0,6.0,,0.0,Email > Paid Social > Email > Direct
MKG-01952,Research-Heavy Browsers,Regional Market,Mobile,5,Four-plus,2,3,Email,,Paid Search,0,0,,,0.0,Email > Direct > Email > Direct > Paid Search
MKG-01953,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01954,Cross-Border Shoppers,National Market,Mobile,1,Single-touch,0,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01955,Promo Responders,Core Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01956,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01957,Promo Responders,National Market,Mobile,3,Three-touch,1,2,Paid Social,Paid Social,Direct,1,0,3.0,,0.0,Paid Social > Paid Social > Direct
MKG-01958,Brand Returners,Core Market,Desktop,4,Four-plus,3,4,Paid Social,,Direct,0,0,,,0.0,Paid Social > Paid Search > Organic Search > Direct
MKG-01959,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Referral,Referral,Direct,1,1,0.0,5.0,120.5,Referral > Direct
MKG-01960,Brand Returners,National Market,Mobile,1,Single-touch,0,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-01961,Brand Returners,Regional Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01962,Research-Heavy Browsers,National Market,Mobile,4,Four-plus,3,4,Organic Search,Organic Search,Referral,1,1,0.0,15.0,130.53,Organic Search > Email > Direct > Referral
MKG-01963,Brand Returners,National Market,Tablet,1,Single-touch,0,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-01964,Promo Responders,Core Market,Mobile,2,Two-touch,1,2,Paid Search,Paid Social,Paid Social,1,0,5.0,,0.0,Paid Search > Paid Social
MKG-01965,Brand Returners,National Market,Desktop,5,Four-plus,3,4,Organic Search,Paid Search,Organic Search,1,1,9.0,21.0,167.19,Organic Search > Referral > Paid Search > Direct > Organic Search
MKG-01966,Promo Responders,National Market,Mobile,5,Four-plus,3,2,Organic Search,Email,Organic Search,1,0,14.0,,0.0,Organic Search > Email > Email > Email > Organic Search
MKG-01967,Brand Returners,National Market,Tablet,4,Four-plus,2,3,Paid Search,Organic Search,Paid Search,1,1,9.0,18.0,129.29,Paid Search > Organic Search > Email > Paid Search
MKG-01968,Promo Responders,National Market,Mobile,2,Two-touch,1,2,Email,,Paid Search,0,0,,,0.0,Email > Paid Search
MKG-01969,Promo Responders,Regional Market,Desktop,4,Four-plus,4,4,Paid Search,Email,Email,1,1,18.0,18.0,165.3,Paid Search > Direct > Organic Search > Email
MKG-01970,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,2,2,Paid Search,Email,Email,1,1,5.0,5.0,91.99,Paid Search > Email
MKG-01971,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Paid Social,,Email,0,0,,,0.0,Paid Social > Email
MKG-01972,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,1,3,Email,,Referral,0,0,,,0.0,Email > Direct > Referral
MKG-01973,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,3,2,Organic Search,Organic Search,Email,1,1,0.0,7.0,133.24,Organic Search > Email > Email
MKG-01974,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01975,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,1,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-01976,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-01977,Promo Responders,National Market,Desktop,3,Three-touch,2,3,Paid Search,Paid Search,Email,1,1,0.0,7.0,138.49,Paid Search > Organic Search > Email
MKG-01978,Brand Returners,National Market,Mobile,2,Two-touch,2,2,Email,Direct,Direct,1,0,5.0,,0.0,Email > Direct
MKG-01979,Promo Responders,National Market,Desktop,3,Three-touch,3,2,Email,Email,Email,1,0,0.0,,0.0,Email > Direct > Email
MKG-01980,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Direct,Direct,Direct,1,1,0.0,5.0,128.69,Direct > Referral > Direct
MKG-01981,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,1,2,Email,Email,Email,1,1,9.0,9.0,128.49,Email > Organic Search > Email
MKG-01982,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,2,3,Paid Search,Email,Email,1,0,12.0,,0.0,Paid Search > Direct > Email
MKG-01983,Brand Returners,Regional Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-01984,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Paid Social,Paid Social,Referral,1,0,0.0,,0.0,Paid Social > Referral
MKG-01985,Cross-Border Shoppers,National Market,Desktop,2,Two-touch,2,2,Direct,,Paid Social,0,0,,,0.0,Direct > Paid Social
MKG-01986,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,2,1,Direct,,Direct,0,0,,,0.0,Direct > Direct
MKG-01987,Promo Responders,Regional Market,Mobile,5,Four-plus,3,4,Organic Search,,Direct,0,0,,,0.0,Organic Search > Referral > Organic Search > Paid Search > Direct
MKG-01988,Brand Returners,National Market,Desktop,4,Four-plus,4,2,Direct,Direct,Direct,1,1,15.0,22.0,159.69,Direct > Email > Direct > Direct
MKG-01989,Brand Returners,National Market,Mobile,2,Two-touch,0,2,Direct,Email,Email,1,0,8.0,,0.0,Direct > Email
MKG-01990,Cross-Border Shoppers,National Market,Tablet,2,Two-touch,2,2,Direct,,Referral,0,0,,,0.0,Direct > Referral
MKG-01991,Brand Returners,National Market,Mobile,3,Three-touch,2,3,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Referral > Organic Search
MKG-01992,Brand Returners,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-01993,Brand Returners,National Market,Mobile,1,Single-touch,1,1,Email,Email,Email,1,1,0.0,0.0,103.21,Email
MKG-01994,Promo Responders,Core Market,Desktop,4,Four-plus,4,2,Paid Search,Paid Search,Paid Search,1,1,13.0,13.0,152.86,Paid Search > Organic Search > Organic Search > Paid Search
MKG-01995,Promo Responders,National Market,Mobile,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-01996,Brand Returners,National Market,Mobile,3,Three-touch,2,3,Paid Search,Email,Paid Social,1,0,1.0,,0.0,Paid Search > Email > Paid Social
MKG-01997,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,1,3,Paid Social,Paid Search,Direct,1,0,4.0,,0.0,Paid Social > Paid Search > Paid Search > Direct
MKG-01998,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-01999,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,3,3,Email,,Referral,0,0,,,0.0,Email > Direct > Referral
MKG-02000,Research-Heavy Browsers,National Market,Desktop,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,1,0.0,0.0,62.87,Paid Social
MKG-02001,Promo Responders,Regional Market,Desktop,2,Two-touch,1,2,Organic Search,Organic Search,Email,1,1,0.0,2.0,106.67,Organic Search > Email
MKG-02002,Research-Heavy Browsers,National Market,Mobile,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-02003,Brand Returners,Regional Market,Mobile,4,Four-plus,2,4,Paid Search,Paid Social,Referral,1,0,8.0,,0.0,Paid Search > Paid Social > Direct > Referral
MKG-02004,Cross-Border Shoppers,International Market,Desktop,4,Four-plus,4,3,Email,Referral,Email,1,1,7.0,11.0,161.1,Email > Referral > Direct > Email
MKG-02005,Brand Returners,National Market,Desktop,2,Two-touch,1,2,Paid Search,,Paid Social,0,0,,,0.0,Paid Search > Paid Social
MKG-02006,Brand Returners,National Market,Desktop,4,Four-plus,4,1,Email,,Email,0,0,,,0.0,Email > Email > Email > Email
MKG-02007,Cross-Border Shoppers,National Market,Mobile,5,Four-plus,3,4,Referral,Paid Search,Direct,1,1,14.0,19.0,137.18,Referral > Paid Social > Referral > Paid Search > Direct
MKG-02008,Brand Returners,Regional Market,Desktop,4,Four-plus,4,3,Organic Search,Direct,Direct,1,1,6.0,10.0,137.12,Organic Search > Direct > Email > Direct
MKG-02009,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Direct,Paid Social,Paid Social,1,0,8.0,,0.0,Direct > Paid Social
MKG-02010,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Organic Search,,Email,0,0,,,0.0,Organic Search > Email
MKG-02011,Promo Responders,Regional Market,Desktop,2,Two-touch,2,2,Email,Email,Referral,1,1,0.0,3.0,123.41,Email > Referral
MKG-02012,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,2,4,Organic Search,,Email,0,0,,,0.0,Organic Search > Referral > Direct > Email
MKG-02013,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,1,3,Organic Search,,Direct,0,0,,,0.0,Organic Search > Email > Direct
MKG-02014,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Organic Search,Organic Search,Organic Search,1,0,0.0,,0.0,Organic Search
MKG-02015,Promo Responders,National Market,Desktop,3,Three-touch,3,2,Email,Email,Direct,1,1,0.0,5.0,139.16,Email > Direct > Direct
MKG-02016,Research-Heavy Browsers,Core Market,Desktop,3,Three-touch,1,2,Paid Social,Paid Social,Paid Search,1,0,7.0,,0.0,Paid Social > Paid Social > Paid Search
MKG-02017,Research-Heavy Browsers,Regional Market,Mobile,2,Two-touch,1,2,Referral,,Paid Search,0,0,,,0.0,Referral > Paid Search
MKG-02018,Research-Heavy Browsers,Core Market,Mobile,4,Four-plus,3,3,Referral,Email,Email,1,1,10.0,13.0,147.98,Referral > Organic Search > Email > Email
MKG-02019,Promo Responders,National Market,Desktop,1,Single-touch,0,1,Paid Search,Paid Search,Paid Search,1,0,0.0,,0.0,Paid Search
MKG-02020,Brand Returners,National Market,Mobile,3,Three-touch,3,3,Paid Search,,Direct,0,0,,,0.0,Paid Search > Email > Direct
MKG-02021,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,1,2,Paid Search,Direct,Direct,1,1,3.0,3.0,113.07,Paid Search > Direct
MKG-02022,Research-Heavy Browsers,National Market,Desktop,2,Two-touch,2,2,Paid Search,Email,Email,1,0,8.0,,0.0,Paid Search > Email
MKG-02023,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,2,3,Email,Referral,Direct,1,1,7.0,14.0,99.74,Email > Referral > Direct
MKG-02024,Brand Returners,Regional Market,Mobile,3,Three-touch,2,3,Paid Search,,Email,0,0,,,0.0,Paid Search > Paid Social > Email
MKG-02025,Cross-Border Shoppers,International Market,Mobile,4,Four-plus,4,4,Paid Search,Organic Search,Email,1,1,3.0,11.0,129.6,Paid Search > Organic Search > Direct > Email
MKG-02026,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,2,3,Paid Social,Paid Social,Email,1,1,0.0,8.0,123.4,Paid Social > Direct > Email
MKG-02027,Research-Heavy Browsers,National Market,Mobile,2,Two-touch,2,2,Email,Email,Direct,1,0,0.0,,0.0,Email > Direct
MKG-02028,Brand Returners,Core Market,Desktop,4,Four-plus,4,2,Organic Search,Direct,Direct,1,0,19.0,,0.0,Organic Search > Organic Search > Direct > Direct
MKG-02029,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,3,3,Referral,Referral,Organic Search,1,1,0.0,10.0,145.45,Referral > Email > Organic Search > Organic Search
MKG-02030,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,0,1,Referral,,Referral,0,0,,,0.0,Referral
MKG-02031,Brand Returners,Core Market,Desktop,4,Four-plus,4,3,Organic Search,Organic Search,Direct,1,1,0.0,9.0,152.64,Organic Search > Direct > Referral > Direct
MKG-02032,Research-Heavy Browsers,Core Market,Mobile,5,Four-plus,2,4,Paid Search,Paid Search,Email,1,1,0.0,13.0,132.51,Paid Search > Direct > Direct > Organic Search > Email
MKG-02033,Promo Responders,Regional Market,Mobile,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-02034,Promo Responders,Regional Market,Desktop,4,Four-plus,1,3,Referral,Email,Email,1,1,3.0,13.0,123.18,Referral > Email > Direct > Email
MKG-02035,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Paid Search,Paid Search,Paid Search,1,1,0.0,9.0,151.13,Paid Search > Direct > Paid Search
MKG-02036,Research-Heavy Browsers,Regional Market,Desktop,2,Two-touch,2,2,Paid Social,Email,Email,1,0,4.0,,0.0,Paid Social > Email
MKG-02037,Promo Responders,Regional Market,Mobile,3,Three-touch,2,2,Organic Search,,Direct,0,0,,,0.0,Organic Search > Direct > Direct
MKG-02038,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-02039,Research-Heavy Browsers,Regional Market,Desktop,4,Four-plus,3,3,Email,Email,Direct,1,1,0.0,11.0,153.59,Email > Paid Search > Email > Direct
MKG-02040,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,2,2,Paid Social,Organic Search,Organic Search,1,0,1.0,,0.0,Paid Social > Organic Search
MKG-02041,Promo Responders,National Market,Desktop,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-02042,Promo Responders,National Market,Mobile,4,Four-plus,4,3,Organic Search,,Organic Search,0,0,,,0.0,Organic Search > Direct > Paid Social > Organic Search
MKG-02043,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,3,Direct,,Organic Search,0,0,,,0.0,Direct > Email > Direct > Organic Search
MKG-02044,Brand Returners,National Market,Tablet,1,Single-touch,0,1,Organic Search,Organic Search,Organic Search,1,0,0.0,,0.0,Organic Search
MKG-02045,Promo Responders,National Market,Desktop,2,Two-touch,0,2,Email,Paid Search,Paid Search,1,1,2.0,2.0,96.0,Email > Paid Search
MKG-02046,Research-Heavy Browsers,Regional Market,Mobile,3,Three-touch,2,2,Email,Email,Paid Search,1,0,0.0,,0.0,Email > Email > Paid Search
MKG-02047,Promo Responders,Regional Market,Desktop,1,Single-touch,0,1,Direct,,Direct,0,0,,,0.0,Direct
MKG-02048,Research-Heavy Browsers,Core Market,Mobile,2,Two-touch,1,1,Paid Social,Paid Social,Paid Social,1,0,8.0,,0.0,Paid Social > Paid Social
MKG-02049,Research-Heavy Browsers,Core Market,Desktop,5,Four-plus,2,3,Organic Search,Organic Search,Email,1,1,0.0,15.0,173.1,Organic Search > Organic Search > Email > Direct > Email
MKG-02050,Research-Heavy Browsers,National Market,Mobile,3,Three-touch,1,3,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Direct > Paid Social
MKG-02051,Brand Returners,National Market,Mobile,3,Three-touch,2,3,Referral,Paid Search,Email,1,1,7.0,13.0,114.3,Referral > Paid Search > Email
MKG-02052,Research-Heavy Browsers,Regional Market,Tablet,4,Four-plus,3,2,Referral,Organic Search,Organic Search,1,1,4.0,7.0,151.54,Referral > Organic Search > Referral > Organic Search
MKG-02053,Brand Returners,Core Market,Desktop,1,Single-touch,0,1,Paid Search,Paid Search,Paid Search,1,0,0.0,,0.0,Paid Search
MKG-02054,Brand Returners,Regional Market,Mobile,2,Two-touch,2,2,Paid Search,Paid Search,Organic Search,1,1,0.0,2.0,145.82,Paid Search > Organic Search
MKG-02055,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,3,3,Paid Social,,Direct,0,0,,,0.0,Paid Social > Organic Search > Direct
MKG-02056,Promo Responders,National Market,Desktop,3,Three-touch,1,2,Direct,,Referral,0,0,,,0.0,Direct > Referral > Referral
MKG-02057,Research-Heavy Browsers,Regional Market,Mobile,4,Four-plus,2,3,Paid Social,Paid Search,Email,1,0,6.0,,0.0,Paid Social > Paid Social > Paid Search > Email
MKG-02058,Brand Returners,National Market,Tablet,2,Two-touch,2,1,Organic Search,Organic Search,Organic Search,1,0,0.0,,0.0,Organic Search > Organic Search
MKG-02059,Research-Heavy Browsers,National Market,Desktop,4,Four-plus,2,2,Email,Direct,Direct,1,1,10.0,13.0,135.68,Email > Email > Direct > Direct
MKG-02060,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,1,2,Paid Social,Paid Social,Direct,1,0,0.0,,0.0,Paid Social > Direct > Direct
MKG-02061,Brand Returners,National Market,Mobile,4,Four-plus,1,2,Paid Social,,Paid Social,0,0,,,0.0,Paid Social > Direct > Paid Social > Paid Social
MKG-02062,Brand Returners,National Market,Mobile,4,Four-plus,4,3,Organic Search,Organic Search,Direct,1,1,0.0,16.0,125.72,Organic Search > Direct > Email > Direct
MKG-02063,Research-Heavy Browsers,Core Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-02064,Promo Responders,Regional Market,Tablet,2,Two-touch,2,2,Organic Search,Paid Search,Paid Search,1,1,6.0,6.0,126.58,Organic Search > Paid Search
MKG-02065,Brand Returners,National Market,Mobile,2,Two-touch,1,1,Email,Email,Email,1,0,0.0,,0.0,Email > Email
MKG-02066,Brand Returners,Core Market,Desktop,1,Single-touch,0,1,Organic Search,Organic Search,Organic Search,1,0,0.0,,0.0,Organic Search
MKG-02067,Promo Responders,Regional Market,Desktop,2,Two-touch,1,2,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Organic Search
MKG-02068,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,2,Organic Search,,Direct,0,0,,,0.0,Organic Search > Organic Search > Direct
MKG-02069,Brand Returners,Regional Market,Mobile,2,Two-touch,1,2,Organic Search,,Direct,0,0,,,0.0,Organic Search > Direct
MKG-02070,Research-Heavy Browsers,Regional Market,Desktop,5,Four-plus,4,3,Paid Social,Email,Email,1,1,8.0,13.0,153.95,Paid Social > Direct > Email > Email > Email
MKG-02071,Research-Heavy Browsers,Core Market,Tablet,4,Four-plus,3,3,Paid Search,Paid Search,Referral,1,1,0.0,15.0,159.38,Paid Search > Referral > Email > Referral
MKG-02072,Cross-Border Shoppers,International Market,Tablet,2,Two-touch,2,2,Paid Search,,Organic Search,0,0,,,0.0,Paid Search > Organic Search
MKG-02073,Promo Responders,Regional Market,Desktop,1,Single-touch,0,1,Direct,Direct,Direct,1,1,0.0,0.0,140.03,Direct
MKG-02074,Cross-Border Shoppers,International Market,Desktop,3,Three-touch,1,3,Referral,Organic Search,Organic Search,1,1,14.0,14.0,158.19,Referral > Paid Search > Organic Search
MKG-02075,Research-Heavy Browsers,Core Market,Desktop,4,Four-plus,2,3,Organic Search,,Organic Search,0,0,,,0.0,Organic Search > Paid Social > Email > Organic Search
MKG-02076,Promo Responders,Regional Market,Desktop,4,Four-plus,4,3,Referral,Referral,Direct,1,1,0.0,15.0,155.78,Referral > Email > Referral > Direct
MKG-02077,Research-Heavy Browsers,Core Market,Mobile,1,Single-touch,0,1,Paid Social,,Paid Social,0,0,,,0.0,Paid Social
MKG-02078,Cross-Border Shoppers,International Market,Mobile,5,Four-plus,3,3,Direct,Email,Email,1,1,18.0,22.0,156.48,Direct > Direct > Paid Social > Email > Email
MKG-02079,Brand Returners,National Market,Mobile,4,Four-plus,3,3,Organic Search,Organic Search,Email,1,1,0.0,13.0,144.99,Organic Search > Direct > Email > Email
MKG-02080,Cross-Border Shoppers,International Market,Desktop,1,Single-touch,1,1,Organic Search,,Organic Search,0,0,,,0.0,Organic Search
MKG-02081,Brand Returners,National Market,Desktop,4,Four-plus,4,2,Organic Search,Organic Search,Organic Search,1,1,0.0,13.0,158.85,Organic Search > Email > Organic Search > Organic Search
MKG-02082,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,0,2,Paid Social,,Referral,0,0,,,0.0,Paid Social > Referral
MKG-02083,Promo Responders,Regional Market,Desktop,1,Single-touch,1,1,Email,Email,Email,1,1,0.0,0.0,96.87,Email
MKG-02084,Promo Responders,Regional Market,Desktop,1,Single-touch,0,1,Email,,Email,0,0,,,0.0,Email
MKG-02085,Brand Returners,Core Market,Desktop,2,Two-touch,1,1,Direct,,Direct,0,0,,,0.0,Direct > Direct
MKG-02086,Promo Responders,National Market,Mobile,4,Four-plus,3,4,Paid Social,,Direct,0,0,,,0.0,Paid Social > Paid Search > Email > Direct
MKG-02087,Promo Responders,Regional Market,Desktop,4,Four-plus,2,3,Organic Search,Organic Search,Direct,1,1,0.0,5.0,126.41,Organic Search > Referral > Organic Search > Direct
MKG-02088,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,1,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-02089,Promo Responders,Regional Market,Mobile,4,Four-plus,3,3,Email,Paid Search,Paid Search,1,0,2.0,,0.0,Email > Paid Search > Direct > Paid Search
MKG-02090,Promo Responders,Core Market,Mobile,2,Two-touch,2,2,Paid Social,Paid Social,Email,1,1,0.0,4.0,114.27,Paid Social > Email
MKG-02091,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Paid Search,,Paid Search,0,0,,,0.0,Paid Search
MKG-02092,Research-Heavy Browsers,Regional Market,Mobile,1,Single-touch,0,1,Paid Social,Paid Social,Paid Social,1,0,0.0,,0.0,Paid Social
MKG-02093,Research-Heavy Browsers,Regional Market,Desktop,3,Three-touch,2,3,Paid Social,Direct,Direct,1,1,13.0,13.0,120.26,Paid Social > Organic Search > Direct
MKG-02094,Cross-Border Shoppers,International Market,Mobile,2,Two-touch,1,2,Paid Search,Paid Search,Direct,1,1,0.0,5.0,86.52,Paid Search > Direct
MKG-02095,Brand Returners,Core Market,Desktop,3,Three-touch,1,3,Email,Email,Paid Search,1,0,0.0,,0.0,Email > Paid Social > Paid Search
MKG-02096,Brand Returners,Regional Market,Desktop,2,Two-touch,2,2,Direct,,Referral,0,0,,,0.0,Direct > Referral
MKG-02097,Promo Responders,National Market,Desktop,3,Three-touch,2,2,Organic Search,,Paid Social,0,0,,,0.0,Organic Search > Paid Social > Paid Social
