student_id,gender,adult_learner_flag,family_support_flag,dependents_flag,student_lifecycle_months,mobile_contactable_flag,multi_channel_contact_flag,digital_access_type,academic_support_flag,study_resources_flag,device_readiness_flag,advising_support_flag,co_curricular_content_flag,career_content_flag,enrollment_commitment_type,digital_self_service_flag,payment_plan_type,monthly_student_bill,cumulative_student_bill,actual_dropout_flag,engagement_services_count,engagement_index,attrition_risk_score
CRM-06333,Male,0,1,1,68,1,0,High bandwidth,1,1,1,0,1,1,Multi-year commitment,1,Bank transfer (automatic),105.25,7173.15,0,7,72.2,20.0
CRM-06334,Female,1,0,0,60,1,1,High bandwidth,0,0,1,1,1,1,Annual commitment,1,Electronic check,106.0,6441.4,1,7,82.2,28.0
CRM-06335,Female,0,0,1,67,1,1,High bandwidth,0,1,0,1,1,1,Multi-year commitment,1,Electronic check,104.0,7039.05,0,7,82.2,38.0
CRM-06336,Female,0,0,0,14,1,0,Standard bandwidth,0,0,0,1,1,1,Open enrollment,1,Electronic check,69.65,921.4,0,5,54.4,75.0
CRM-06337,Male,0,1,1,57,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,74.3,4018.35,0,3,46.7,95.0
CRM-06338,Female,0,1,1,55,1,1,High bandwidth,1,0,0,0,1,1,Annual commitment,0,Mailed check,100.9,5448.6,0,5,54.4,30.0
CRM-06339,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,20.25,20.25,0,2,27.8,92.0
CRM-06340,Male,0,0,1,1,1,0,Standard bandwidth,0,0,0,1,0,0,Open enrollment,1,Mailed check,49.9,49.9,1,3,36.7,80.0
CRM-06341,Male,0,0,0,23,1,1,High bandwidth,0,0,1,1,1,0,Open enrollment,1,Credit card (automatic),96.9,2085.45,0,6,73.3,73.0
CRM-06342,Female,0,0,0,13,1,1,High bandwidth,1,0,0,0,1,1,Open enrollment,1,Electronic check,100.35,1358.85,1,6,73.3,75.0
CRM-06343,Male,0,1,0,47,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,104.1,5135.15,0,7,82.2,85.0
CRM-06344,Male,0,0,0,38,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,20.1,730.1,0,1,8.9,42.0
CRM-06345,Female,1,1,0,38,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Bank transfer (automatic),74.95,2869.85,1,3,46.7,95.0
CRM-06346,Female,1,0,0,2,1,1,Standard bandwidth,0,1,0,0,0,0,Open enrollment,1,Credit card (automatic),56.55,118.25,0,4,55.6,92.0
CRM-06347,Male,1,1,1,1,1,0,Standard bandwidth,0,0,0,1,0,0,Open enrollment,1,Credit card (automatic),49.25,49.25,1,3,36.7,80.0
CRM-06348,Male,0,1,0,15,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Bank transfer (automatic),68.6,1108.6,0,2,27.8,87.0
CRM-06349,Female,0,0,0,26,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Credit card (automatic),69.05,1815.65,0,2,27.8,87.0
CRM-06350,Female,0,1,1,35,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),19.7,730.4,0,1,8.9,42.0
CRM-06351,Male,0,0,1,3,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,20.05,75.45,0,2,27.8,92.0
CRM-06352,Male,0,1,1,50,1,1,High bandwidth,0,1,0,1,1,1,Open enrollment,0,Electronic check,103.7,5071.05,1,6,63.3,83.0
CRM-06353,Male,0,1,0,42,1,1,High bandwidth,1,0,1,0,0,1,Open enrollment,1,Electronic check,94.4,4014.6,0,6,73.3,65.0
CRM-06354,Male,0,1,0,10,1,0,Standard bandwidth,1,0,0,1,0,0,Open enrollment,1,Credit card (automatic),54.95,568.85,0,4,45.6,60.0
CRM-06355,Female,0,1,0,61,1,0,High bandwidth,1,1,0,1,0,1,Annual commitment,0,Bank transfer (automatic),93.7,5860.7,0,5,44.4,18.0
CRM-06356,Female,0,0,0,68,1,1,High bandwidth,1,1,0,1,1,1,Multi-year commitment,0,Credit card (automatic),110.25,7279.35,0,7,72.2,18.0
CRM-06357,Male,0,0,0,10,1,0,High bandwidth,1,0,1,0,1,1,Annual commitment,1,Electronic check,98.9,1064.95,0,6,63.3,25.0
CRM-06358,Male,0,1,0,65,1,1,High bandwidth,1,1,1,0,0,0,Annual commitment,0,Electronic check,89.75,5769.6,1,5,54.4,20.0
CRM-06359,Female,0,1,1,72,1,0,Standard bandwidth,1,0,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),80.45,5886.85,0,7,72.2,8.0
CRM-06360,Male,0,1,1,55,1,0,High bandwidth,0,1,0,1,0,0,Open enrollment,0,Electronic check,79.4,4238.45,0,3,26.7,83.0
CRM-06361,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,20.3,20.3,1,2,27.8,92.0
CRM-06362,Female,0,0,0,7,1,0,Standard bandwidth,0,0,1,1,0,1,Open enrollment,0,Bank transfer (automatic),62.8,418.3,0,4,35.6,70.0
CRM-06363,Female,0,0,0,2,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,74.9,136.05,0,3,46.7,100.0
CRM-06364,Female,0,0,0,9,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Electronic check,74.85,708.2,0,3,36.7,80.0
CRM-06365,Male,0,0,1,27,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Credit card (automatic),25.85,788.55,0,3,46.7,42.0
CRM-06366,Male,1,1,0,7,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,101.95,700.85,1,6,73.3,90.0
CRM-06367,Female,0,1,0,64,1,0,Standard bandwidth,0,1,1,1,0,1,Multi-year commitment,1,Mailed check,68.3,4378.8,0,6,63.3,20.0
CRM-06368,Male,0,0,0,70,0,0,Standard bandwidth,1,0,1,1,0,1,Multi-year commitment,0,Bank transfer (automatic),48.4,3442.8,0,4,35.6,0.0
CRM-06369,Male,1,0,0,2,1,1,High bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,94.0,181.7,1,5,64.4,100.0
CRM-06370,Male,1,0,0,67,1,0,High bandwidth,1,1,0,1,1,1,Multi-year commitment,1,Electronic check,105.05,7171.7,0,7,72.2,18.0
CRM-06371,Female,0,0,0,45,1,1,High bandwidth,0,1,0,0,1,0,Open enrollment,1,Credit card (automatic),89.3,4016.85,1,5,64.4,95.0
CRM-06372,Female,0,0,0,24,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),25.15,553.0,0,2,27.8,42.0
CRM-06373,Male,0,1,1,4,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),19.5,96.85,0,1,8.9,47.0
CRM-06374,Male,0,1,1,44,1,0,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Bank transfer (automatic),92.95,4122.9,0,5,54.4,85.0
CRM-06375,Female,0,1,1,72,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Mailed check,20.7,1482.3,0,2,27.8,42.0
CRM-06376,Female,0,0,0,1,1,0,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Credit card (automatic),74.3,74.3,1,3,36.7,100.0
CRM-06377,Male,0,0,0,66,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),19.35,1240.8,0,1,8.9,42.0
CRM-06378,Male,0,0,0,1,0,0,Standard bandwidth,0,1,0,1,0,1,Open enrollment,1,Mailed check,44.65,44.65,1,4,45.6,80.0
CRM-06379,Male,0,1,1,13,1,0,High bandwidth,1,0,0,0,0,1,Open enrollment,0,Electronic check,84.05,1095.3,1,3,26.7,75.0
CRM-06380,Male,0,0,0,10,1,1,High bandwidth,0,1,0,0,0,0,Open enrollment,1,Bank transfer (automatic),80.7,788.8,1,4,55.6,100.0
CRM-06381,Male,1,1,0,65,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,104.35,6578.55,0,7,82.2,85.0
CRM-06382,Male,0,0,1,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.55,19.55,0,1,8.9,92.0
CRM-06383,Male,0,1,1,38,1,0,Standard bandwidth,1,1,1,1,1,0,Annual commitment,0,Electronic check,74.05,2802.3,0,6,53.3,8.0
CRM-06384,Male,0,0,1,23,0,0,Standard bandwidth,1,0,1,1,0,0,Multi-year commitment,0,Mailed check,40.1,857.75,0,3,26.7,0.0
CRM-06385,Female,0,1,0,10,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,20.1,184.4,0,1,8.9,47.0
CRM-06386,Male,0,0,1,4,1,1,High bandwidth,0,1,0,0,1,1,Open enrollment,1,Electronic check,101.7,364.55,1,6,73.3,100.0
CRM-06387,Male,0,1,1,72,1,1,Standard bandwidth,1,0,1,1,1,1,Multi-year commitment,1,Credit card (automatic),83.55,6093.3,0,8,91.1,8.0
CRM-06388,Female,0,1,0,35,1,0,Standard bandwidth,0,1,0,1,0,0,Open enrollment,0,Electronic check,56.85,1861.1,0,3,26.7,75.0
CRM-06389,Female,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.4,20.4,1,1,8.9,92.0
CRM-06390,Female,0,1,1,58,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),19.55,1079.65,0,1,8.9,42.0
CRM-06391,Male,0,1,1,70,1,0,High bandwidth,0,1,1,1,1,1,Annual commitment,1,Electronic check,106.15,7475.1,0,7,72.2,28.0
CRM-06392,Male,0,1,1,38,1,1,Standard bandwidth,0,1,1,0,1,1,Annual commitment,0,Credit card (automatic),78.95,2862.55,0,6,63.3,40.0
CRM-06393,Female,0,1,1,60,0,0,Standard bandwidth,0,1,0,0,1,1,Open enrollment,1,Electronic check,49.75,3069.45,0,4,45.6,87.0
CRM-06394,Male,0,0,0,26,1,1,High bandwidth,1,1,0,0,1,0,Open enrollment,1,Credit card (automatic),92.4,2349.8,0,6,73.3,75.0
CRM-06395,Female,0,0,0,8,1,0,Standard bandwidth,1,1,0,1,0,0,Annual commitment,0,Bank transfer (automatic),58.2,469.25,0,4,35.6,15.0
CRM-06396,Male,0,1,1,41,1,1,High bandwidth,0,0,1,1,1,1,Annual commitment,1,Electronic check,102.6,4213.35,1,7,82.2,28.0
CRM-06397,Female,1,1,0,36,1,1,High bandwidth,0,1,0,0,1,0,Open enrollment,1,Credit card (automatic),91.95,3301.05,0,5,64.4,95.0
CRM-06398,Male,1,0,0,54,1,0,Standard bandwidth,0,0,1,1,0,1,Annual commitment,0,Bank transfer (automatic),65.25,3529.95,0,4,35.6,20.0
CRM-06399,Male,0,1,1,71,1,1,High bandwidth,0,1,1,0,1,1,Multi-year commitment,1,Bank transfer (automatic),106.0,7723.7,1,7,82.2,40.0
CRM-06400,Female,0,0,0,55,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,73.1,4144.9,0,3,46.7,95.0
CRM-06401,Female,0,0,0,72,1,1,Standard bandwidth,1,1,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),59.75,4265.0,0,4,45.6,22.0
CRM-06402,Female,0,0,1,3,1,0,Standard bandwidth,1,0,0,1,0,0,Open enrollment,1,Mailed check,55.1,154.65,1,4,45.6,60.0
CRM-06403,Female,0,1,1,54,1,1,Standard bandwidth,0,1,1,0,0,0,Multi-year commitment,1,Bank transfer (automatic),59.8,3246.45,0,5,64.4,32.0
CRM-06404,Male,0,1,1,72,1,1,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),116.6,8337.45,0,9,100.0,8.0
CRM-06405,Male,0,0,0,52,1,1,High bandwidth,1,0,1,1,1,1,Multi-year commitment,1,Electronic check,109.3,5731.4,0,8,91.1,8.0
CRM-06406,Female,1,0,0,60,1,1,High bandwidth,1,0,0,0,1,1,Annual commitment,1,Bank transfer (automatic),101.4,6176.6,0,6,73.3,30.0
CRM-06407,Female,0,0,0,39,0,0,Standard bandwidth,0,0,1,0,1,1,Open enrollment,1,Credit card (automatic),50.65,1905.4,0,4,45.6,77.0
CRM-06408,Female,0,0,0,15,1,0,Standard bandwidth,0,0,0,0,1,0,Annual commitment,0,Mailed check,56.15,931.9,0,2,17.8,42.0
CRM-06409,Male,0,0,0,69,1,1,High bandwidth,0,0,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),106.5,7348.8,1,7,82.2,28.0
CRM-06410,Male,0,1,1,43,1,0,Limited access,0,0,0,0,0,0,Annual commitment,1,Mailed check,19.2,776.25,0,2,27.8,42.0
CRM-06411,Female,1,0,0,63,1,1,Standard bandwidth,1,1,1,1,1,0,Annual commitment,0,Bank transfer (automatic),83.0,5243.05,0,7,72.2,8.0
CRM-06412,Male,1,1,0,2,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,70.1,141.65,0,1,8.9,92.0
CRM-06413,Female,0,1,1,72,1,0,High bandwidth,1,1,1,1,1,1,Multi-year commitment,1,Bank transfer (automatic),108.3,7679.65,0,8,81.1,8.0
CRM-06414,Female,0,1,1,32,1,1,High bandwidth,0,0,1,0,0,1,Open enrollment,1,Bank transfer (automatic),91.05,2954.5,1,5,64.4,85.0
CRM-06415,Male,0,1,1,40,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),25.25,1006.9,0,2,27.8,42.0
CRM-06416,Female,0,1,0,58,0,0,Standard bandwidth,1,1,0,0,1,0,Annual commitment,1,Electronic check,45.35,2540.1,0,4,45.6,22.0
CRM-06417,Male,0,0,0,67,0,0,Standard bandwidth,1,0,0,1,1,0,Multi-year commitment,0,Electronic check,43.9,3097.2,0,3,26.7,10.0
CRM-06418,Female,1,1,0,51,1,1,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Electronic check,77.5,3807.35,1,4,55.6,75.0
CRM-06419,Male,0,1,0,31,1,1,Standard bandwidth,0,0,1,1,1,1,Annual commitment,1,Mailed check,79.3,2484.0,0,7,82.2,28.0
CRM-06420,Male,1,1,0,69,1,1,High bandwidth,1,1,0,0,0,0,Open enrollment,1,Credit card (automatic),84.9,5785.65,0,5,64.4,75.0
CRM-06421,Male,0,1,0,32,1,1,High bandwidth,0,0,0,1,0,0,Annual commitment,1,Electronic check,79.25,2619.15,0,4,55.6,38.0
CRM-06422,Female,0,0,0,21,1,0,Standard bandwidth,1,1,0,1,1,0,Multi-year commitment,0,Credit card (automatic),71.05,1524.85,0,5,44.4,18.0
CRM-06423,Male,0,0,0,52,1,0,Standard bandwidth,1,0,1,0,0,0,Annual commitment,0,Electronic check,53.75,2790.65,0,3,26.7,12.0
CRM-06424,Female,0,1,1,72,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),24.25,1784.5,0,2,27.8,42.0
CRM-06425,Female,0,1,0,72,0,0,Standard bandwidth,0,1,1,0,1,1,Multi-year commitment,1,Electronic check,54.2,3937.45,1,5,54.4,32.0
CRM-06426,Male,0,1,1,52,0,0,Standard bandwidth,1,0,1,0,0,1,Annual commitment,0,Bank transfer (automatic),44.25,2276.1,0,3,26.7,12.0
CRM-06427,Female,0,0,0,41,1,0,Standard bandwidth,0,0,0,1,0,0,Annual commitment,0,Bank transfer (automatic),50.05,2029.05,0,2,17.8,30.0
CRM-06428,Male,0,0,0,41,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.15,802.35,0,1,8.9,42.0
CRM-06429,Female,0,0,0,6,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Mailed check,69.25,418.4,1,2,27.8,92.0
CRM-06430,Male,0,1,1,67,1,1,Standard bandwidth,1,1,1,1,0,0,Annual commitment,1,Credit card (automatic),69.35,4653.25,0,7,82.2,0.0
CRM-06431,Female,0,1,1,16,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.35,275.9,0,1,8.9,87.0
CRM-06432,Male,0,0,0,17,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.15,343.45,0,1,8.9,42.0
CRM-06433,Male,0,1,0,35,1,0,Standard bandwidth,1,1,1,0,0,0,Open enrollment,0,Mailed check,61.0,2130.45,0,4,35.6,57.0
CRM-06434,Female,0,1,1,58,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),20.5,1191.4,0,1,8.9,42.0
CRM-06435,Male,0,0,0,1,1,0,Standard bandwidth,0,0,1,0,0,0,Open enrollment,1,Electronic check,50.5,50.5,1,3,36.7,82.0
CRM-06436,Male,0,1,1,52,0,0,Standard bandwidth,0,1,1,1,1,0,Multi-year commitment,0,Mailed check,50.2,2554.0,0,4,35.6,20.0
CRM-06437,Female,0,0,0,70,1,0,Standard bandwidth,1,0,1,1,1,1,Multi-year commitment,0,Bank transfer (automatic),79.6,5589.45,0,6,53.3,8.0
CRM-06438,Female,0,1,1,19,1,1,Limited access,0,0,0,0,0,0,Multi-year commitment,1,Bank transfer (automatic),24.9,467.7,0,3,46.7,42.0
CRM-06439,Male,1,0,0,1,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,74.4,74.4,1,3,46.7,100.0
CRM-06440,Female,0,1,1,35,1,0,High bandwidth,1,0,1,1,1,1,Open enrollment,1,Electronic check,106.9,3756.45,0,7,72.2,53.0
CRM-06441,Female,0,0,0,32,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,101.35,3334.9,0,6,73.3,85.0
CRM-06442,Female,0,1,1,17,1,0,Standard bandwidth,1,0,0,1,0,0,Open enrollment,1,Credit card (automatic),55.35,920.5,0,4,45.6,55.0
CRM-06443,Female,0,1,1,67,1,0,Standard bandwidth,0,1,0,0,0,0,Annual commitment,0,Credit card (automatic),50.55,3431.75,0,2,17.8,42.0
CRM-06444,Female,0,0,0,9,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Bank transfer (automatic),19.5,150.35,0,1,8.9,92.0
CRM-06445,Male,0,0,1,31,1,1,Standard bandwidth,0,1,0,1,1,1,Annual commitment,1,Mailed check,79.45,2587.7,1,7,82.2,38.0
CRM-06446,Male,0,0,0,4,1,1,High bandwidth,1,0,0,0,1,0,Open enrollment,0,Electronic check,90.65,367.95,0,4,45.6,80.0
CRM-06447,Male,1,1,1,58,1,1,High bandwidth,1,1,0,1,0,0,Annual commitment,1,Bank transfer (automatic),89.85,5125.75,0,6,73.3,18.0
CRM-06448,Male,0,0,0,60,1,0,Standard bandwidth,1,0,1,1,1,1,Annual commitment,0,Mailed check,79.0,4801.1,0,6,53.3,8.0
CRM-06449,Male,0,0,0,58,1,1,High bandwidth,0,0,1,1,1,1,Annual commitment,1,Electronic check,104.65,6219.6,1,7,82.2,28.0
CRM-06450,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,19.55,19.55,0,1,8.9,92.0
CRM-06451,Female,0,1,1,27,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.9,550.1,0,1,8.9,42.0
CRM-06452,Male,1,1,1,66,1,1,High bandwidth,1,1,1,1,1,1,Annual commitment,1,Electronic check,116.25,7862.25,0,9,100.0,8.0
CRM-06453,Male,0,0,0,15,1,1,High bandwidth,1,0,0,0,1,0,Open enrollment,1,Bank transfer (automatic),87.75,1242.2,0,5,64.4,75.0
CRM-06454,Male,1,1,0,47,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,100.05,4871.05,1,6,73.3,85.0
CRM-06455,Female,0,0,0,41,1,1,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Credit card (automatic),81.3,3190.65,0,4,55.6,75.0
CRM-06456,Male,0,1,0,59,0,0,Standard bandwidth,0,0,0,0,1,1,Open enrollment,1,Electronic check,44.3,2666.75,0,3,36.7,87.0
CRM-06457,Female,0,0,1,50,1,0,High bandwidth,0,0,0,0,0,0,Multi-year commitment,0,Credit card (automatic),70.35,3533.6,0,1,8.9,42.0
CRM-06458,Male,0,1,1,17,0,0,Standard bandwidth,1,0,1,0,1,0,Annual commitment,0,Credit card (automatic),44.45,792.15,0,3,26.7,12.0
CRM-06459,Male,0,1,1,6,1,0,Standard bandwidth,1,0,0,0,0,0,Open enrollment,1,Electronic check,49.15,295.65,0,3,36.7,72.0
CRM-06460,Male,1,1,0,51,0,0,Standard bandwidth,0,1,0,0,0,0,Open enrollment,1,Credit card (automatic),29.45,1459.35,0,2,27.8,87.0
CRM-06461,Male,0,0,0,44,1,0,High bandwidth,0,1,0,1,1,1,Open enrollment,0,Electronic check,100.55,4398.15,1,5,44.4,83.0
CRM-06462,Male,0,1,0,49,1,0,High bandwidth,0,1,0,0,1,0,Open enrollment,1,Credit card (automatic),85.3,4297.95,0,4,45.6,95.0
CRM-06463,Male,0,0,0,2,1,0,High bandwidth,0,1,0,0,1,1,Open enrollment,0,Electronic check,95.65,167.3,1,4,35.6,100.0
CRM-06464,Male,0,1,0,59,1,1,Standard bandwidth,1,0,0,1,0,1,Annual commitment,1,Mailed check,69.1,4096.9,0,6,73.3,10.0
CRM-06465,Male,1,0,0,50,1,1,Standard bandwidth,1,1,0,0,1,0,Open enrollment,1,Bank transfer (automatic),70.35,3454.6,0,6,73.3,67.0
CRM-06466,Female,0,1,1,59,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,20.6,1286.0,0,1,8.9,42.0
CRM-06467,Male,0,0,0,18,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Mailed check,74.15,1387.0,0,2,27.8,95.0
CRM-06468,Male,0,0,0,10,1,1,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Electronic check,75.05,786.3,0,2,27.8,100.0
CRM-06469,Male,0,1,0,14,1,0,Standard bandwidth,0,0,0,0,0,0,Annual commitment,0,Electronic check,44.6,641.25,0,1,8.9,42.0
CRM-06470,Male,0,0,0,35,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Bank transfer (automatic),21.45,705.45,0,1,8.9,42.0
CRM-06471,Male,0,1,1,8,1,0,Standard bandwidth,0,0,0,0,0,0,Annual commitment,1,Mailed check,43.45,345.5,0,2,27.8,47.0
CRM-06472,Male,0,1,1,18,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Bank transfer (automatic),20.05,345.9,0,1,8.9,42.0
CRM-06473,Female,0,1,1,60,1,1,High bandwidth,1,1,0,0,1,0,Annual commitment,0,Bank transfer (automatic),94.15,5811.8,0,5,54.4,30.0
CRM-06474,Female,0,0,0,1,1,0,High bandwidth,0,0,1,0,1,1,Open enrollment,0,Electronic check,94.4,94.4,1,4,35.6,90.0
CRM-06475,Female,0,0,0,6,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.55,124.45,0,1,8.9,47.0
CRM-06476,Female,0,0,1,19,1,1,Standard bandwidth,1,1,0,1,1,0,Open enrollment,1,Mailed check,75.9,1375.6,0,7,82.2,63.0
CRM-06477,Male,0,1,1,53,1,1,Standard bandwidth,1,1,0,1,0,0,Annual commitment,0,Bank transfer (automatic),64.15,3491.55,0,5,54.4,10.0
CRM-06478,Male,1,1,0,72,1,1,High bandwidth,1,1,1,0,1,1,Multi-year commitment,1,Bank transfer (automatic),109.55,7920.7,0,8,91.1,20.0
CRM-06479,Female,0,1,0,60,1,1,High bandwidth,0,1,1,1,1,1,Multi-year commitment,1,Credit card (automatic),110.8,6640.7,0,8,91.1,28.0
CRM-06480,Female,0,0,0,1,1,0,Standard bandwidth,0,0,0,0,1,0,Open enrollment,1,Credit card (automatic),55.0,55.0,1,3,36.7,92.0
CRM-06481,Female,0,0,1,13,1,0,Standard bandwidth,0,0,1,1,0,0,Open enrollment,0,Mailed check,53.45,718.1,0,3,26.7,65.0
CRM-06482,Female,0,1,1,5,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,0,Credit card (automatic),69.95,320.4,0,1,8.9,92.0
CRM-06483,Male,0,0,0,1,1,1,High bandwidth,0,0,1,0,1,1,Open enrollment,1,Electronic check,101.45,101.45,1,6,73.3,90.0
CRM-06484,Male,0,1,1,13,1,0,High bandwidth,0,0,1,0,1,1,Open enrollment,0,Electronic check,97.0,1334.45,0,4,35.6,85.0
CRM-06485,Male,0,0,0,37,1,1,Standard bandwidth,1,1,1,1,1,1,Annual commitment,1,Bank transfer (automatic),90.6,3358.65,0,9,100.0,8.0
CRM-06486,Male,0,1,0,64,1,0,High bandwidth,1,0,0,0,0,0,Open enrollment,1,Mailed check,73.55,4764.0,0,3,36.7,75.0
CRM-06487,Female,0,1,0,5,1,1,Standard bandwidth,0,0,1,1,1,0,Open enrollment,0,Bank transfer (automatic),67.95,350.3,1,5,54.4,70.0
CRM-06488,Female,0,1,0,61,1,1,High bandwidth,0,1,0,1,0,1,Multi-year commitment,1,Bank transfer (automatic),94.35,5703.0,0,6,73.3,38.0
CRM-06489,Female,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.5,69.5,1,2,27.8,92.0
CRM-06490,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,1,Mailed check,18.85,18.85,1,2,27.8,92.0
CRM-06491,Male,0,0,0,26,1,0,Limited access,0,0,0,0,0,0,Annual commitment,0,Mailed check,19.4,525.55,0,1,8.9,42.0
CRM-06492,Female,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.2,69.2,1,2,27.8,92.0
CRM-06493,Male,0,1,0,24,1,0,Limited access,0,0,0,0,0,0,Multi-year commitment,0,Mailed check,19.75,483.15,0,1,8.9,42.0
CRM-06494,Male,0,1,0,17,0,0,Standard bandwidth,0,0,1,1,1,1,Annual commitment,0,Electronic check,54.6,934.8,0,4,35.6,20.0
CRM-06495,Female,0,0,1,26,0,0,Standard bandwidth,0,0,1,0,0,0,Open enrollment,1,Mailed check,29.8,786.5,0,2,27.8,77.0
CRM-06496,Male,0,0,0,1,1,0,High bandwidth,0,0,0,0,0,0,Open enrollment,1,Electronic check,69.65,69.65,1,2,27.8,92.0
CRM-06497,Male,1,1,0,40,1,1,High bandwidth,1,0,0,0,1,1,Open enrollment,0,Electronic check,101.85,4086.3,1,5,54.4,75.0
CRM-06498,Male,0,0,0,52,1,1,High bandwidth,0,1,1,0,1,1,Open enrollment,1,Electronic check,103.05,5364.8,0,7,82.2,85.0
CRM-06499,Female,0,0,0,1,1,0,High bandwidth,0,1,1,0,0,0,Open enrollment,1,Electronic check,82.3,82.3,1,4,45.6,90.0
CRM-06500,Male,0,0,0,1,1,0,Limited access,0,0,0,0,0,0,Open enrollment,0,Mailed check,20.3,20.3,0,1,8.9,92.0
CRM-06501,Female,0,0,0,21,0,0,Standard bandwidth,1,0,0,1,0,0,Multi-year commitment,0,Mailed check,35.1,770.4,0,2,17.8,10.0
CRM-06502,Female,0,1,0,67,1,1,High bandwidth,0,1,1,0,1,1,Annual commitment,1,Bank transfer (automatic),105.7,6816.95,0,7,82.2,40.0
CRM-06503,Female,0,1,1,44,1,0,Standard bandwidth,1,0,0,1,0,0,Open enrollment,0,Bank transfer (automatic),56.25,2419.55,0,3,26.7,55.0
CRM-06504,Male,0,1,1,70,0,0,Standard bandwidth,0,1,1,1,1,1,Annual commitment,0,Electronic check,60.35,4138.7,0,5,44.4,20.0
CRM-06505,Male,0,0,0,3,1,0,High bandwidth,0,0,0,0,1,0,Open enrollment,0,Electronic check,79.25,267.6,1,2,17.8,100.0
CRM-06506,Male,0,1,1,56,1,0,Standard bandwidth,1,1,1,0,0,0,Multi-year commitment,1,Bank transfer (automatic),59.8,3457.45,0,5,54.4,12.0
